fecha,cod_ine,municipio_distrito,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
2020-04-23,28069,La Hiruela,,0,,"1754,39"
2020-04-23,28039,Cervera de Buitrago,,"1333,33",,2000
2020-04-23,28065,Getafe,210,"114,52",1085,"591,69"
2020-04-23,28122,Ribatejada,,0,,"127,71"
2020-04-23,28170,Villaconejos,,0,8,"236,13"
2020-04-23,28164,Valdetorres de Jarama,,"88,95",15,"333,56"
2020-04-22,07903,Madrid-Retiro,172,"144,15",1246,"1044,28"
2020-04-22,07904,Madrid-Salamanca,212,"145,1",1384,"947,27"
2020-04-22,07901,Madrid-Centro,232,"172,05",1011,"749,73"
2020-04-22,07902,Madrid-Arganzuela,254,"165,15",1394,"906,35"
2020-04-22,07905,Madrid-Chamartín,228,"156,33",1370,"939,33"
2020-04-22,07906,Madrid-Tetuán,335,"211,99",1869,"1182,74"
2020-04-22,07907,Madrid-Chamberí,281,"201,61",1310,"939,88"
2020-04-22,07908,Madrid-Fuencarral-El Pardo,459,"186,63",2575,"1047,01"
2020-04-22,07909,Madrid-Moncloa-Aravaca,258,"216,05",1096,"917,78"
2020-04-22,07910,Madrid-Latina,455,191,2372,"995,73"
2020-04-22,07911,Madrid-Carabanchel,437,"172,66",2308,"911,9"
2020-04-22,07912,Madrid-Usera,206,"147,42",1239,"886,64"
2020-04-22,07913,Madrid-Puente de Vallecas,378,"160,95",2706,"1152,19"
2020-04-22,07920,Madrid-San Blas-Canillejas,208,"131,53",1283,"811,3"
2020-04-22,07921,Madrid-Barajas,60,"122,59",386,"788,64"
2020-04-22,07914,Madrid-Moratalaz,202,"213,6",1192,"1260,44"
2020-04-22,07915,Madrid-Ciudad Lineal,377,"174,31",1949,"901,13"
2020-04-22,07916,Madrid-Hortaleza,272,"144,54",1558,"827,9"
2020-04-22,07917,Madrid-Villaverde,244,"163,82",1261,"846,62"
2020-04-22,07918,Madrid-Villa de Vallecas,115,"104,2",1104,"1000,32"
2020-04-22,07919,Madrid-Vicálvaro,102,"141,49",715,"991,8"
2020-04-22,28115,Pozuelo de Alarcón,156,"180,51",630,"728,98"
2020-04-22,28007,Alcorcón,305,"178,87",1534,"899,63"
2020-04-22,28096,Navalcarnero,23,"78,5",139,"474,44"
2020-04-22,28129,San Agustín del Guadalix,22,"164,44",53,"396,14"
2020-04-22,28127,Las Rozas de Madrid,133,"138,81",627,"654,39"
2020-04-22,28089,Moraleja de Enmedio,,"77,88",21,"408,88"
2020-04-22,28155,Valdaracete,,"164,2",,"821,02"
2020-04-22,28116,Pozuelo del Rey,,"87,18",,"174,37"
2020-04-22,28118,Puebla de la Sierra,,0,,0
2020-04-22,28110,Perales de Tajuña,,0,7,"238,5"
2020-04-22,28160,Valdemorillo,16,"127,82",40,"319,54"
2020-04-22,28094,Navalafuente,,"138,03",6,"414,08"
2020-04-22,28167,Velilla de San Antonio,16,"130,76",62,"506,7"
2020-04-22,28176,Villanueva de la Cañada,38,"177,2",105,"489,62"
2020-04-22,28177,Villanueva del Pardillo,18,"104,77",74,"430,73"
2020-04-22,28100,Nuevo Baztán,,"47,8",28,"446,14"
2020-04-22,28175,Villamantilla,,0,7,"485,77"
2020-04-22,28174,Villamanta,,"156,56",11,"430,53"
2020-04-22,28029,Cabanillas de la Sierra,,"132,28",9,"1190,48"
2020-04-22,28037,Cenicientos,,"245,94",19,"934,58"
2020-04-22,28902,Puentes Viejas,,"147,28",,"294,55"
2020-04-22,28013,Aranjuez,59,"98,98",406,"681,13"
2020-04-22,28038,Cercedilla,27,"384,29",91,"1295,19"
2020-04-22,28136,Santorcaz,,0,7,"790,07"
2020-04-22,28049,Coslada,149,"182,46",749,"917,21"
2020-04-22,28091,Morata de Tajuña,7,"91,11",87,"1132,37"
2020-04-22,28126,Robregordo,,0,,0
2020-04-22,28097,Navarredonda y San Mamés,,"775,19",,"1550,39"
2020-04-22,28169,Venturada,,"46,23",,"138,7"
2020-04-22,28093,Navacerrada,,"100,94",14,"471,06"
2020-04-22,28088,Montejo de la Sierra,,0,,"283,29"
2020-04-22,28057,Fresno de Torote,,"45,02",14,"630,35"
2020-04-22,28112,Pinilla del Valle,,0,,0
2020-04-22,28159,Valdemaqueda,,"128,04",,"512,16"
2020-04-22,28099,Navas del Rey,,"68,54",45,"1542,15"
2020-04-22,28101,Olmeda de las Fuentes,,0,,"862,07"
2020-04-22,28028,Bustarviejo,,"39,95",,"199,76"
2020-04-22,28018,Becerril de la Sierra,9,"157,51",28,"490,02"
2020-04-22,28058,Fuenlabrada,210,"108,42",1361,"702,63"
2020-04-22,28062,Garganta de los Montes,,0,,"288,18"
2020-04-22,28113,Pinto,40,"76,15",202,"384,57"
2020-04-22,28003,Alameda del Valle,,0,,0
2020-04-22,28020,Berzosa del Lozoya,,"975,61",,"975,61"
2020-04-22,28137,Los Santos de la Humosa,,"38,61",19,"733,59"
2020-04-22,28004,El Álamo,27,"285,11",59,"623,02"
2020-04-22,28109,Pelayos de la Presa,,"77,04",16,"616,33"
2020-04-22,28061,Galapagar,71,"210,42",193,"571,99"
2020-04-22,28066,Griñón,18,"174,44",77,"746,2"
2020-04-22,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-04-22,28008,Aldea del Fresno,10,"352,36",41,"1444,68"
2020-04-22,28035,Carabaña,,0,12,"597,01"
2020-04-22,28145,Talamanca de Jarama,6,"155,56",24,"622,25"
2020-04-22,28051,Chapinería,,0,6,"257,73"
2020-04-22,28040,Ciempozuelos,22,"89,46",168,"683,15"
2020-04-22,28002,Ajalvir,,"106,11",12,"254,67"
2020-04-22,28131,San Lorenzo de El Escorial,46,"250,42",107,"582,5"
2020-04-22,28064,Gascones,,0,,0
2020-04-22,28132,San Martín de la Vega,14,"73,03",73,"380,8"
2020-04-22,28092,Móstoles,420,"200,78",1768,"845,19"
2020-04-22,28074,Leganés,421,"221,74",2697,"1420,51"
2020-04-22,28024,Braojos,,0,,"975,61"
2020-04-22,28050,Cubas de la Sagra,6,"93,56",21,"327,46"
2020-04-22,28009,Algete,18,"87,33",96,"465,77"
2020-04-22,28084,Mejorada del Campo,26,"111,71",166,"713,24"
2020-04-22,28075,Loeches,,"34,13",48,"546,01"
2020-04-22,28106,Parla,84,"64,55",655,"503,37"
2020-04-22,28060,Fuentidueña de Tajo,,0,16,"779,35"
2020-04-22,28011,Ambite,,"168,92",7,"1182,43"
2020-04-22,28153,Torremocha de Jarama,,0,8,"785,08"
2020-04-22,28012,Anchuelo,,"78,68",7,"550,75"
2020-04-22,28087,Los Molinos,8,"182,27",43,"979,72"
2020-04-22,28144,Soto del Real,7,"79,55",59,"670,53"
2020-04-22,28166,Valverde de Alcalá,,0,6,"1290,32"
2020-04-22,28059,Fuente el Saz de Jarama,11,"164,28",27,"403,23"
2020-04-22,28070,Horcajo de la Sierra-Aoslos,,0,,"2068,97"
2020-04-22,28162,Valdeolmos-Alalpardo,,"48,36",10,"241,78"
2020-04-22,28033,Campo Real,,"16,1",23,"370,37"
2020-04-22,28156,Valdeavero,,0,7,"450,45"
2020-04-22,28173,Villamanrique de Tajo,,"142,25",,"426,74"
2020-04-22,28041,Cobeña,35,"471,19",63,"848,14"
2020-04-22,28056,Fresnedillas de la Oliva,,"254,45",7,"445,29"
2020-04-22,28165,Valdilecha,,"170,47",17,"579,61"
2020-04-22,28021,El Berrueco,,"131,58",7,"921,05"
2020-04-22,28111,Pezuela de las Torres,,0,,"237,53"
2020-04-22,28179,Villar del Olmo,,0,,"198,91"
2020-04-22,28068,Guadarrama,57,"355,54",142,"885,73"
2020-04-22,28133,San Martín de Valdeiglesias,20,"236,43",70,"827,52"
2020-04-22,28152,Torrelodones,51,"215,04",158,"666,19"
2020-04-22,28022,Boadilla del Monte,70,"128,28",263,"481,95"
2020-04-22,28150,Torrejón de Velasco,,"22,82",17,"387,95"
2020-04-22,28178,Villanueva de Perales,,"63,98",,"319,9"
2020-04-22,28146,Tielmes,,"113,21",31,"1169,81"
2020-04-22,28134,San Sebastián de los Reyes,125,"140,02",433,"485,01"
2020-04-22,28067,Guadalix de la Sierra,7,"112,65",32,"514,97"
2020-04-22,28073,Humanes de Madrid,16,"81,04",97,"491,31"
2020-04-22,28052,Chinchón,,"93,79",24,"450,2"
2020-04-22,28031,Cadalso de los Vidrios,,"65,81",7,"230,34"
2020-04-22,28072,Hoyo de Manzanares,7,83,25,"296,42"
2020-04-22,28149,Torrejón de la Calzada,11,"123,99",32,"360,69"
2020-04-22,28055,Estremera,,"317,46",8,"634,92"
2020-04-22,28048,Corpa,,0,6,"841,51"
2020-04-22,28083,Meco,7,"48,93",123,"859,84"
2020-04-22,28078,Madarcos,,0,,0
2020-04-22,28183,Zarzalejo,10,"603,14",13,"784,08"
2020-04-22,28014,Arganda del Rey,38,"68,61",309,"557,87"
2020-04-22,28046,Collado Mediano,12,"172,46",25,"359,3"
2020-04-22,28053,Daganzo de Arriba,,"29,4",40,"391,96"
2020-04-22,28082,Manzanares El Real,9,"101,81",33,"373,3"
2020-04-22,28027,Buitrago del Lozoya,,"159,24",14,"743,1"
2020-04-22,28157,Valdelaguna,,0,,"106,72"
2020-04-22,28163,Valdepiélagos,,0,,0
2020-04-22,28036,Casarrubuelos,,0,9,"238,22"
2020-04-22,28085,Miraflores de la Sierra,,"81,86",31,"507,53"
2020-04-22,28104,Paracuellos de Jarama,6,"23,74",65,"257,23"
2020-04-22,28168,El Vellón,,0,12,"612,87"
2020-04-22,28076,Lozoya,,0,,"172,12"
2020-04-22,28047,Collado Villalba,139,"218,28",399,"626,58"
2020-04-22,28044,Colmenarejo,17,"186,2",36,"394,3"
2020-04-22,28182,Villavieja del Lozoya,,0,,0
2020-04-22,28117,Prádena del Rincón,,0,,0
2020-04-22,28030,La Cabrera,,"74,99",11,"412,45"
2020-04-22,28141,Sevilla la Nueva,47,"504,4",77,"826,36"
2020-04-22,28001,La Acebeda,,0,,0
2020-04-22,28121,Redueña,,0,,"384,62"
2020-04-22,28124,Robledillo de la Jara,,0,,1250
2020-04-22,28138,La Serna del Monte,,0,,0
2020-04-22,28043,Colmenar de Oreja,6,"74,7",25,"311,25"
2020-04-22,28128,Rozas de Puerto Real,,"377,36",,"566,04"
2020-04-22,28158,Valdemanco,,"109,41",,"109,41"
2020-04-22,28026,Brunete,15,"139,72",66,"614,75"
2020-04-22,28147,Titulcia,,"76,16",7,"533,13"
2020-04-22,28171,Villa del Prado,50,"766,87",100,"1533,74"
2020-04-22,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"230,95"
2020-04-22,28119,Quijorna,8,"232,63",20,"581,56"
2020-04-22,28161,Valdemoro,68,"89,49",621,"817,29"
2020-04-22,28903,Tres Cantos,52,"108,96",299,"626,55"
2020-04-22,28151,Torrelaguna,,"42,02",15,"315,13"
2020-04-22,28123,Rivas-Vaciamadrid,54,"61,26",501,"568,35"
2020-04-22,28016,El Atazar,,0,,0
2020-04-22,28108,Pedrezuela,8,"135,78",22,"373,39"
2020-04-22,28135,Santa María de la Alameda,,"79,74",,"79,74"
2020-04-22,28071,Horcajuelo de la Sierra,,0,,0
2020-04-22,28015,Arroyomolinos,30,"95,55",143,"455,47"
2020-04-22,28090,Moralzarzal,10,"76,77",62,"475,97"
2020-04-22,28034,Canencia,,0,,"223,71"
2020-04-22,28180,Villarejo de Salvanés,,"27,27",33,"449,9"
2020-04-22,28140,Serranillos del Valle,8,"192,08",27,"648,26"
2020-04-22,28181,Villaviciosa de Odón,32,"114,96",173,"621,52"
2020-04-22,28032,Camarma de Esteruelas,,"68,16",40,"545,26"
2020-04-22,28125,Robledo de Chavela,12,"281,03",22,"515,22"
2020-04-22,28107,Patones,,"369,69",,"924,21"
2020-04-22,28095,Navalagamella,,"38,31",6,"229,89"
2020-04-22,28120,Rascafría,,"60,1",,"300,48"
2020-04-22,28023,El Boalo,12,"159,83",35,"466,17"
2020-04-22,28080,Majadahonda,103,"143,4",457,"636,26"
2020-04-22,28017,Batres,,0,8,"475,06"
2020-04-22,28006,Alcobendas,158,135,637,"544,26"
2020-04-22,28005,Alcalá de Henares,184,"94,05",2178,"1113,22"
2020-04-22,28045,Colmenar Viejo,78,"153,69",317,"624,61"
2020-04-22,28130,San Fernando de Henares,93,"235,85",365,"925,64"
2020-04-22,28172,Villalbilla,9,"64,85",87,"626,89"
2020-04-22,28054,El Escorial,36,"222,74",78,"482,61"
2020-04-22,28042,Colmenar del Arroyo,,"115,94",,"289,86"
2020-04-22,28148,Torrejón de Ardoz,105,"79,92",902,"686,58"
2020-04-22,28114,Piñuécar-Gandullas,,0,,0
2020-04-22,28025,Brea de Tajo,,"381,68",,"954,2"
2020-04-22,28086,El Molar,11,"123,07",33,"369,21"
2020-04-22,28019,Belmonte de Tajo,,"60,1",,"240,38"
2020-04-22,28154,Torres de la Alameda,14,"179,97",70,"899,86"
2020-04-22,28143,Somosierra,,0,,"1162,79"
2020-04-22,28010,Alpedrete,24,"164,67",102,"699,83"
2020-04-22,28102,Orusco de Tajuña,,"80,39",17,"1366,56"
2020-04-22,28069,La Hiruela,,0,,"1754,39"
2020-04-22,28039,Cervera de Buitrago,,"1333,33",,2000
2020-04-22,28065,Getafe,228,"124,34",1066,"581,33"
2020-04-22,28122,Ribatejada,,0,,"127,71"
2020-04-22,28170,Villaconejos,,0,8,"236,13"
2020-04-22,28164,Valdetorres de Jarama,,"88,95",15,"333,56"
2020-04-21,07903,Madrid-Retiro,206,"172,65",1233,"1033,38"
2020-04-21,07904,Madrid-Salamanca,229,"156,74",1363,"932,9"
2020-04-21,07901,Madrid-Centro,234,"173,53",978,"725,26"
2020-04-21,07902,Madrid-Arganzuela,257,"167,1",1368,"889,45"
2020-04-21,07905,Madrid-Chamartín,235,"161,13",1318,"903,67"
2020-04-21,07906,Madrid-Tetuán,351,"222,12",1838,"1163,12"
2020-04-21,07907,Madrid-Chamberí,308,"220,98",1279,"917,64"
2020-04-21,07908,Madrid-Fuencarral-El Pardo,497,"202,08",2523,"1025,86"
2020-04-21,07909,Madrid-Moncloa-Aravaca,278,"232,79",1077,"901,87"
2020-04-21,07910,Madrid-Latina,519,"217,87",2332,"978,94"
2020-04-21,07911,Madrid-Carabanchel,454,"179,38",2259,"892,54"
2020-04-21,07912,Madrid-Usera,219,"156,72",1214,"868,75"
2020-04-21,07913,Madrid-Puente de Vallecas,397,"169,04",2660,"1132,6"
2020-04-21,07920,Madrid-San Blas-Canillejas,233,"147,34",1270,"803,08"
2020-04-21,07921,Madrid-Barajas,65,"132,8",379,"774,34"
2020-04-21,07914,Madrid-Moratalaz,205,"216,77",1173,"1240,35"
2020-04-21,07915,Madrid-Ciudad Lineal,401,"185,4",1911,"883,56"
2020-04-21,07916,Madrid-Hortaleza,281,"149,32",1533,"814,62"
2020-04-21,07917,Madrid-Villaverde,252,"169,19",1232,"827,15"
2020-04-21,07918,Madrid-Villa de Vallecas,113,"102,39",1091,"988,54"
2020-04-21,07919,Madrid-Vicálvaro,102,"141,49",702,"973,77"
2020-04-21,28115,Pozuelo de Alarcón,144,"166,62",604,"698,9"
2020-04-21,28007,Alcorcón,344,"201,74",1506,"883,21"
2020-04-21,28096,Navalcarnero,26,"88,74",136,"464,2"
2020-04-21,28129,San Agustín del Guadalix,24,"179,39",51,"381,19"
2020-04-21,28127,Las Rozas de Madrid,139,"145,07",619,"646,04"
2020-04-21,28089,Moraleja de Enmedio,,"97,35",21,"408,88"
2020-04-21,28155,Valdaracete,,"164,2",,"821,02"
2020-04-21,28116,Pozuelo del Rey,,"87,18",,"174,37"
2020-04-21,28118,Puebla de la Sierra,,0,,0
2020-04-21,28110,Perales de Tajuña,,0,7,"238,5"
2020-04-21,28160,Valdemorillo,19,"151,78",40,"319,54"
2020-04-21,28094,Navalafuente,,"207,04",6,"414,08"
2020-04-21,28167,Velilla de San Antonio,18,"147,11",62,"506,7"
2020-04-21,28176,Villanueva de la Cañada,35,"163,21",99,"461,65"
2020-04-21,28177,Villanueva del Pardillo,19,"110,59",73,"424,91"
2020-04-21,28100,Nuevo Baztán,,"31,87",26,"414,28"
2020-04-21,28175,Villamantilla,,0,7,"485,77"
2020-04-21,28174,Villamanta,,"195,69",11,"430,53"
2020-04-21,28029,Cabanillas de la Sierra,,"264,55",9,"1190,48"
2020-04-21,28037,Cenicientos,6,"295,13",19,"934,58"
2020-04-21,28902,Puentes Viejas,,"147,28",,"294,55"
2020-04-21,28013,Aranjuez,71,"119,11",405,"679,45"
2020-04-21,28038,Cercedilla,29,"412,75",91,"1295,19"
2020-04-21,28136,Santorcaz,,0,7,"790,07"
2020-04-21,28049,Coslada,160,"195,93",737,"902,51"
2020-04-21,28091,Morata de Tajuña,,"65,08",85,"1106,34"
2020-04-21,28126,Robregordo,,0,,0
2020-04-21,28097,Navarredonda y San Mamés,,"775,19",,"1550,39"
2020-04-21,28169,Venturada,,"46,23",,"138,7"
2020-04-21,28093,Navacerrada,,"67,29",13,"437,42"
2020-04-21,28088,Montejo de la Sierra,,0,,"283,29"
2020-04-21,28057,Fresno de Torote,,"45,02",14,"630,35"
2020-04-21,28112,Pinilla del Valle,,0,,0
2020-04-21,28159,Valdemaqueda,,"128,04",,"512,16"
2020-04-21,28099,Navas del Rey,,"68,54",45,"1542,15"
2020-04-21,28101,Olmeda de las Fuentes,,0,,"862,07"
2020-04-21,28028,Bustarviejo,,"39,95",,"199,76"
2020-04-21,28018,Becerril de la Sierra,11,"192,51",28,"490,02"
2020-04-21,28058,Fuenlabrada,226,"116,68",1340,"691,79"
2020-04-21,28062,Garganta de los Montes,,0,,"288,18"
2020-04-21,28113,Pinto,39,"74,25",198,"376,96"
2020-04-21,28003,Alameda del Valle,,0,,0
2020-04-21,28020,Berzosa del Lozoya,,"975,61",,"975,61"
2020-04-21,28137,Los Santos de la Humosa,,"38,61",19,"733,59"
2020-04-21,28004,El Álamo,25,"263,99",57,"601,9"
2020-04-21,28109,Pelayos de la Presa,,"77,04",16,"616,33"
2020-04-21,28061,Galapagar,72,"213,38",188,"557,17"
2020-04-21,28066,Griñón,19,"184,13",76,"736,51"
2020-04-21,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"949,37"
2020-04-21,28008,Aldea del Fresno,12,"422,83",41,"1444,68"
2020-04-21,28035,Carabaña,,0,12,"597,01"
2020-04-21,28145,Talamanca de Jarama,8,"207,42",24,"622,25"
2020-04-21,28051,Chapinería,,0,6,"257,73"
2020-04-21,28040,Ciempozuelos,21,"85,39",163,"662,82"
2020-04-21,28002,Ajalvir,,"106,11",12,"254,67"
2020-04-21,28131,San Lorenzo de El Escorial,44,"239,53",101,"549,84"
2020-04-21,28064,Gascones,,0,,0
2020-04-21,28132,San Martín de la Vega,15,"78,25",73,"380,8"
2020-04-21,28092,Móstoles,465,"222,29",1724,"824,15"
2020-04-21,28074,Leganés,501,"263,88",2667,"1404,71"
2020-04-21,28024,Braojos,,0,,"975,61"
2020-04-21,28050,Cubas de la Sagra,8,"124,75",22,"343,05"
2020-04-21,28009,Algete,24,"116,44",95,"460,92"
2020-04-21,28084,Mejorada del Campo,29,"124,6",163,"700,35"
2020-04-21,28075,Loeches,,"34,13",48,"546,01"
2020-04-21,28106,Parla,87,"66,86",641,"492,61"
2020-04-21,28060,Fuentidueña de Tajo,,0,16,"779,35"
2020-04-21,28011,Ambite,,"168,92",7,"1182,43"
2020-04-21,28153,Torremocha de Jarama,,0,8,"785,08"
2020-04-21,28012,Anchuelo,,"78,68",7,"550,75"
2020-04-21,28087,Los Molinos,10,"227,84",42,"956,94"
2020-04-21,28144,Soto del Real,9,"102,28",59,"670,53"
2020-04-21,28166,Valverde de Alcalá,,0,6,"1290,32"
2020-04-21,28059,Fuente el Saz de Jarama,12,"179,21",25,"373,36"
2020-04-21,28070,Horcajo de la Sierra-Aoslos,,0,,"2068,97"
2020-04-21,28162,Valdeolmos-Alalpardo,,"48,36",10,"241,78"
2020-04-21,28033,Campo Real,,"32,21",22,"354,27"
2020-04-21,28156,Valdeavero,,0,7,"450,45"
2020-04-21,28173,Villamanrique de Tajo,,"142,25",,"426,74"
2020-04-21,28041,Cobeña,36,"484,65",63,"848,14"
2020-04-21,28056,Fresnedillas de la Oliva,,"254,45",7,"445,29"
2020-04-21,28165,Valdilecha,6,"204,57",16,"545,52"
2020-04-21,28021,El Berrueco,,"526,32",7,"921,05"
2020-04-21,28111,Pezuela de las Torres,,0,,"237,53"
2020-04-21,28179,Villar del Olmo,,"49,73",,"198,91"
2020-04-21,28068,Guadarrama,52,"324,35",134,"835,83"
2020-04-21,28133,San Martín de Valdeiglesias,19,"224,61",67,"792,06"
2020-04-21,28152,Torrelodones,45,"189,74",147,"619,81"
2020-04-21,28022,Boadilla del Monte,75,"137,44",256,"469,12"
2020-04-21,28150,Torrejón de Velasco,,"22,82",17,"387,95"
2020-04-21,28178,Villanueva de Perales,,"63,98",,"319,9"
2020-04-21,28146,Tielmes,,"113,21",31,"1169,81"
2020-04-21,28134,San Sebastián de los Reyes,144,"161,3",423,"473,81"
2020-04-21,28067,Guadalix de la Sierra,6,"96,56",30,"482,78"
2020-04-21,28073,Humanes de Madrid,19,"96,24",96,"486,25"
2020-04-21,28052,Chinchón,7,"131,31",24,"450,2"
2020-04-21,28031,Cadalso de los Vidrios,,"65,81",7,"230,34"
2020-04-21,28072,Hoyo de Manzanares,7,83,25,"296,42"
2020-04-21,28149,Torrejón de la Calzada,13,"146,53",32,"360,69"
2020-04-21,28055,Estremera,,"238,1",7,"555,56"
2020-04-21,28048,Corpa,,0,6,"841,51"
2020-04-21,28083,Meco,7,"48,93",122,"852,85"
2020-04-21,28078,Madarcos,,0,,0
2020-04-21,28183,Zarzalejo,,"241,25",7,"422,2"
2020-04-21,28014,Arganda del Rey,37,"66,8",302,"545,23"
2020-04-21,28046,Collado Mediano,12,"172,46",25,"359,3"
2020-04-21,28053,Daganzo de Arriba,,"39,2",40,"391,96"
2020-04-21,28082,Manzanares El Real,10,"113,12",34,"384,62"
2020-04-21,28027,Buitrago del Lozoya,,"159,24",14,"743,1"
2020-04-21,28157,Valdelaguna,,0,,"106,72"
2020-04-21,28163,Valdepiélagos,,0,,0
2020-04-21,28036,Casarrubuelos,,0,9,"238,22"
2020-04-21,28085,Miraflores de la Sierra,6,"98,23",31,"507,53"
2020-04-21,28104,Paracuellos de Jarama,8,"31,66",63,"249,32"
2020-04-21,28168,El Vellón,,"51,07",12,"612,87"
2020-04-21,28076,Lozoya,,0,,"172,12"
2020-04-21,28047,Collado Villalba,145,"227,7",385,"604,59"
2020-04-21,28044,Colmenarejo,15,"164,29",33,"361,45"
2020-04-21,28182,Villavieja del Lozoya,,0,,0
2020-04-21,28117,Prádena del Rincón,,0,,0
2020-04-21,28030,La Cabrera,,"74,99",11,"412,45"
2020-04-21,28141,Sevilla la Nueva,46,"493,67",74,"794,16"
2020-04-21,28001,La Acebeda,,0,,0
2020-04-21,28121,Redueña,,0,,"384,62"
2020-04-21,28124,Robledillo de la Jara,,0,,1250
2020-04-21,28138,La Serna del Monte,,0,,0
2020-04-21,28043,Colmenar de Oreja,,"49,8",23,"286,35"
2020-04-21,28128,Rozas de Puerto Real,,"377,36",,"566,04"
2020-04-21,28158,Valdemanco,,"109,41",,"109,41"
2020-04-21,28026,Brunete,13,"121,09",64,"596,13"
2020-04-21,28147,Titulcia,,"76,16",7,"533,13"
2020-04-21,28171,Villa del Prado,53,"812,88",95,"1457,06"
2020-04-21,28901,Lozoyuela-Navas-Sieteiglesias,,"76,98",,"230,95"
2020-04-21,28119,Quijorna,9,"261,7",20,"581,56"
2020-04-21,28161,Valdemoro,68,"89,49",605,"796,23"
2020-04-21,28903,Tres Cantos,62,"129,92",294,"616,07"
2020-04-21,28151,Torrelaguna,,"84,03",15,"315,13"
2020-04-21,28123,Rivas-Vaciamadrid,64,"72,6",496,"562,68"
2020-04-21,28016,El Atazar,,0,,0
2020-04-21,28108,Pedrezuela,10,"169,72",22,"373,39"
2020-04-21,28135,Santa María de la Alameda,,"79,74",,"79,74"
2020-04-21,28071,Horcajuelo de la Sierra,,0,,0
2020-04-21,28015,Arroyomolinos,37,"117,85",142,"452,29"
2020-04-21,28090,Moralzarzal,14,"107,48",62,"475,97"
2020-04-21,28034,Canencia,,0,,"223,71"
2020-04-21,28180,Villarejo de Salvanés,,"27,27",33,"449,9"
2020-04-21,28140,Serranillos del Valle,8,"192,08",27,"648,26"
2020-04-21,28181,Villaviciosa de Odón,31,"111,37",168,"603,56"
2020-04-21,28032,Camarma de Esteruelas,,"68,16",40,"545,26"
2020-04-21,28125,Robledo de Chavela,10,"234,19",20,"468,38"
2020-04-21,28107,Patones,,"369,69",,"924,21"
2020-04-21,28095,Navalagamella,,"38,31",6,"229,89"
2020-04-21,28120,Rascafría,,"180,29",,"300,48"
2020-04-21,28023,El Boalo,11,"146,51",34,"452,85"
2020-04-21,28080,Majadahonda,105,"146,19",445,"619,55"
2020-04-21,28017,Batres,,0,8,"475,06"
2020-04-21,28006,Alcobendas,187,"159,77",608,"519,48"
2020-04-21,28005,Alcalá de Henares,192,"98,13",2164,"1106,06"
2020-04-21,28045,Colmenar Viejo,88,"173,39",312,"614,75"
2020-04-21,28130,San Fernando de Henares,96,"243,46",361,"915,5"
2020-04-21,28172,Villalbilla,10,"72,06",87,"626,89"
2020-04-21,28054,El Escorial,35,"216,56",76,"470,24"
2020-04-21,28042,Colmenar del Arroyo,,"115,94",,"289,86"
2020-04-21,28148,Torrejón de Ardoz,105,"79,92",897,"682,77"
2020-04-21,28114,Piñuécar-Gandullas,,0,,0
2020-04-21,28025,Brea de Tajo,,"381,68",,"954,2"
2020-04-21,28086,El Molar,14,"156,63",32,"358,02"
2020-04-21,28019,Belmonte de Tajo,,"60,1",,"240,38"
2020-04-21,28154,Torres de la Alameda,17,"218,54",70,"899,86"
2020-04-21,28143,Somosierra,,0,,"1162,79"
2020-04-21,28010,Alpedrete,26,"178,39",98,"672,38"
2020-04-21,28102,Orusco de Tajuña,,"80,39",17,"1366,56"
2020-04-21,28069,La Hiruela,,0,,"1754,39"
2020-04-21,28039,Cervera de Buitrago,,"1333,33",,2000
2020-04-21,28065,Getafe,252,"137,42",1046,"570,42"
2020-04-21,28122,Ribatejada,,"127,71",,"255,43"
2020-04-21,28170,Villaconejos,,0,8,"236,13"
2020-04-21,28164,Valdetorres de Jarama,,"88,95",15,"333,56"
2020-04-20,07903,Madrid-Retiro,247,"207,01",1226,"1027,51"
2020-04-20,07904,Madrid-Salamanca,278,"190,28",1328,"908,94"
2020-04-20,07901,Madrid-Centro,249,"184,65",940,"697,08"
2020-04-20,07902,Madrid-Arganzuela,273,"177,5",1323,"860,19"
2020-04-20,07905,Madrid-Chamartín,294,"201,58",1293,"886,53"
2020-04-20,07906,Madrid-Tetuán,398,"251,86",1790,"1132,75"
2020-04-20,07907,Madrid-Chamberí,320,"229,59",1244,"892,53"
2020-04-20,07908,Madrid-Fuencarral-El Pardo,564,"229,33",2479,"1007,97"
2020-04-20,07909,Madrid-Moncloa-Aravaca,293,"245,35",1045,"875,07"
2020-04-20,07910,Madrid-Latina,541,"227,1",2284,"958,79"
2020-04-20,07911,Madrid-Carabanchel,492,"194,39",2209,"872,78"
2020-04-20,07912,Madrid-Usera,247,"176,76",1192,"853,01"
2020-04-20,07913,Madrid-Puente de Vallecas,489,"208,21",2627,"1118,55"
2020-04-20,07920,Madrid-San Blas-Canillejas,260,"164,41",1243,786
2020-04-20,07921,Madrid-Barajas,71,"145,06",373,"762,08"
2020-04-20,07914,Madrid-Moratalaz,256,"270,7",1159,"1225,55"
2020-04-20,07915,Madrid-Ciudad Lineal,436,"201,59",1868,"863,68"
