Horario,Provincia,Municipio,"Código
Postal",Dirección,Longitud,Latitud,Margen,Rótulo
Horario Habitual,BARCELONA,Sant Andreu de la Barca,8740,"CALLE MEXICO, S/N","1,981333","41,443167",D,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Sant Andreu de la Barca,8740,CARRETERA NACIONAL II KM. 593,"1,969167","41,452806",D,CTW
Horario Habitual,BARCELONA,Sant Andreu de la Barca,8740,"CARRETERA ANTIGUA NACIONAL II KM. 593,20","1,969611","41,568583",D,PETRONIEVE S
Horario Habitual,BARCELONA,Sant Andreu de Llavaneres,8392,"CARRETERA CARRETERA N-II KM. 651,400","2,498306","41,555694",I,OILPRIX
Horario Habitual,BARCELONA,Sant Boi de Llobregat,8830,"ACCESO AEROPUERTO DE BARCELONA, LADO AIRE, S/N",,,D,CEPSA
Horario Habitual,BARCELONA,Sant Boi de Llobregat,8830,"POL.IND.LAS SALINAS; AV.DE LA MARINA, S/N","2,054444","41,331556",N,E.S. ALCAMPO SANT BOI
Horario Habitual,BARCELONA,Sant Boi de Llobregat,8330,"CALLE MURCIA, S/N","2,038889","41,326389",D,REPSOL
Horario Habitual,BARCELONA,Sant Boi de Llobregat,8330,"AVENIDA MARINA DE, 14","2,048306","41,332000",D,BALLENOIL
Horario Habitual,BARCELONA,Sant Boi de Llobregat,8330,"AVINGUDA SEGLE XXI, 79","2,035472","41,321806",D,BALLENOIL
Horario Habitual,BARCELONA,Sant Celoni,8470,"CARRETERA C-35 KM. 57,3","2,502472","41,692639",I,BP MONTSENY
Horario Habitual,BARCELONA,Sant Celoni,8476,"CARRETERA COMARCAL 251 KM. 26,300","2,546611","41,719111",I,REPSOL
Horario Habitual,BARCELONA,Sant Celoni,8470,"CARRETERA C-35 KM. 56,1","2,494722","41,687306",N,ESCLATOIL
Horario Habitual,BARCELONA,Sant Cugat del Vallès,8190,CRTA. RUBI - ST.CUGAT - C.C. CAPRABO,"2,045306","41,484306",N,Q8
Horario Habitual,BARCELONA,Sant Cugat del Vallès,8190,"RONDA NORD, 30","2,086139","41,483083",N,BP COLL FAVA
Horario Habitual,BARCELONA,Sant Cugat del Vallès,8190,"CR C-1413, 7,7 (C-1413 km 7,75)","2,017611","41,464389",D,REPSOL
Horario Habitual,BARCELONA,Sant Cugat del Vallès,8190,"AVINGUDA RIUS I TAULET, 137","2,069528","41,477833",D,REPSOL
Horario Habitual,BARCELONA,Sant Cugat del Vallès,8190,"AUTOVIA E-9 KM. 6,5","2,078250","41,433500",D,REPSOL
Horario Habitual,BARCELONA,Sant Cugat del Vallès,8190,"CALLE CERDANYA ESQ RONDA NORTE, SN","2,068361","41,479694",D,REPSOL
Horario Habitual,BARCELONA,Sant Cugat Sesgarrigues,8798,"CARRETERA N-340 KM. 1215,500","1,742639","41,355778",I,BONAREA
Horario Habitual,BARCELONA,Sant Esteve Sesrovires,8635,"CR B-224, 23,5","1,883722","41,478917",D,REPSOL
Horario Habitual,BARCELONA,Sant Esteve Sesrovires,8635,"CALLE ISAAC PERAL, 9","1,883639","41,501056",D,"PETRONIEVE S, S.L."
Horario Habitual,BARCELONA,Sant Feliu de Llobregat,8980,"CALLE ARMENTERES, 62","2,044806","41,376861",N,GALP
Horario Habitual,BARCELONA,Sant Fruitós de Bages,8272,CARRETERA MANRESA A BERGA KM. 1,"1,862139","41,750556",N,CARREFOUR
Horario Habitual,BARCELONA,Sant Fruitós de Bages,8272,"CARRETERA DE SANTPEDOR KM. 3,5","1,840028","41,758083",I,REPSOL
Horario Habitual,BARCELONA,Sant Fruitós de Bages,8272,"AUTOVIA C 16 , 35,6 KM. 35,6","1,881472","41,773139",D,REPSOL
Horario Habitual,BARCELONA,Sant Fruitós de Bages,8272,"CALLE BARCELONA, S/N","1,871083","41,754111",D,"PETRO- PINTO,S.L."
Horario Habitual,BARCELONA,Sant Joan de Vilatorrada,8250,"CARRETERA BV-4511 KM. 9,2","1,802583","41,778389",N,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Sant Joan Despí,8970,"AVENIDA BAIX LLOBREGAT, S/N","2,077611","41,371278",N,SHELL
Horario Habitual,BARCELONA,Sant Just Desvern,8960,"AVENIDA LLUIS COMPANYS, S/N","2,063306","41,379528",N,ESCLATOIL
Horario Habitual,BARCELONA,Sant Just Desvern,8960,"CARRETERA NACIONAL 340 KM. 1249,900","2,064472","41,380083",I,REPSOL
Horario Habitual,BARCELONA,Sant Pere de Ribes,8810,"CALLE URGELL, S/N","1,752833","41,238583",N,Q8
Horario Habitual,BARCELONA,Sant Pere de Ribes,8810,CARRETERA B-211 KM. 8,"1,778861","41,256000",D,REPSOL
Horario Habitual,BARCELONA,Sant Quirze del Vallès,8192,"RONDA ARRAONA, SN","2,085111","41,535694",D,REPSOL
Horario Habitual,BARCELONA,Sant Quirze del Vallès,8192,"PASEO DE LA BOBILA, 4","2,090972","41,528639",N,ALCAMPO
Horario Habitual,BARCELONA,Sant Sadurní d'Anoia,8770,"CARRETERA SAN QUINTIN KM. 9,2","1,781056","41,425611",D,REPSOL
Horario Habitual,BARCELONA,Sant Sadurní d'Anoia,8770,"CALLE DE FRANÇA, 5","1,778111","41,435556",N,GALP
Horario Habitual,BARCELONA,Sant Vicenç de Castellet,8295,"PLAZA GENERALITAT, 1","1,860694","41,664917",N,ESCLATOIL
Horario Habitual,BARCELONA,Sant Vicenç dels Horts,8620,CARRETERA N-340 KM. 1243,"2,004750","41,405944",N,GALP
Horario Habitual,BARCELONA,Sant Vicenç dels Horts,8620,"CALLE A, 31","1,997250","41,402944",N,PETROMIRAL LES
Horario Habitual,BARCELONA,Santa Coloma de Gramenet,8923,"CL AVENIDA GENERALITAT, 97","2,210583","41,444583",D,REPSOL
Horario Habitual,BARCELONA,Santa Eulàlia de Ronçana,8187,"CARRETERA BARCELONA KM. 10,700","2,231306","41,645000",I,BP SANTA EULALIA DE RONÇANA
Horario Habitual,BARCELONA,Santa Margarida i els Monjos,8730,"POLIGONO PLA DE L'ESTACIO, S/N","1,652389","41,313861",D,GALP
Horario Habitual,BARCELONA,Santa Maria de Palautordera,8460,"CR C-35 , P.K. 51","2,450278","41,657444",I,REPSOL
Horario Habitual,BARCELONA,Santa Maria de Palautordera,8460,CARRETERA NOVA DE SANT CELONI KM. 40,"2,454611","41,693556",N,TAMOIL
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,CR AUTOPISTA AP-7 KM 144.1,"2,166611","41,526417",D,REPSOL
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,"POLIGONO CIM VALLÉS, PARCELA 13, SN","2,187111","41,539583",D,REPSOL
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,"CALLE LAS PALMAS, S/N","2,193889","41,531944",D,REPSOL
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,AUTOPISTA AP-7 KM. 144,"2,168083","41,526139",I,REPSOL
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,"CALLE GUIFRE EL PILOS, S/N","2,164139","41,538806",N,MARINÉ
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,"AVENIDA TRES, 64","2,193944","41,516806",N,ESCLATOIL
Horario Habitual,BARCELONA,Santa Perpètua de Mogoda,8130,"CALLE GUIFRÉ EL PILÓS, 10","2,164111","41,538750",D,MARINÉ
Horario Habitual,BARCELONA,Santa Susanna,8398,"CAMINO PERAFITA, S/N","2,707333","41,634083",N,PETROPRIX
Horario Habitual,BARCELONA,Santpedor,8251,"RONDA SANT PERE, 331","1,847194","41,783556",D,PETRO PINTÓ
Horario Habitual,BARCELONA,Sentmenat,8181,"CARRETERA C-1413A KM. 32,7","2,137083","41,615528",I,REPSOL
Horario Habitual,BARCELONA,Sitges,8870,"EIX 2 PARCELA 12-14 - POL.IND. MAS ALBA,","1,813194","41,249222",N,Q8
Horario Habitual,BARCELONA,Sitges,8870,"CR C-31, 164,38","1,827417","41,238528",D,REPSOL
Horario Habitual,BARCELONA,Tagamanent,8593,CARRETERA C-17 KM. 37,"2,262694","41,748833",D,PETROCAT
Horario Habitual,BARCELONA,Tagamanent,8593,"CARRETERA C-17 KM. 36,230","2,266944","41,738111",I,REPSOL
Horario Habitual,BARCELONA,Teià,8329,"C-32 PK 88,5","2,333944","41,491917",D,REPSOL
Horario Habitual,BARCELONA,Teià,8329,AUTOPISTA C32 KM. 89,"2,333917","41,493028",N,GALP
Horario Habitual,BARCELONA,Terrassa,8224,CARRETERA CASTELLAR KM. S/N,"2,035000","41,579944",N,SUPECO
Horario Habitual,BARCELONA,Terrassa,8226,"CTRA. DE MATADEPERA km 1,750","2,019149","41,585333",D,Q8
Horario Habitual,BARCELONA,Terrassa,8221,"COLOM ESQUINA AV TEXTIL - POL.IND. SANTA MARGARIDA 2,","2,027500","41,545722",N,Q8
Horario Habitual,BARCELONA,Terrassa,8224,CARRETERA D'OLESA KM. 240,"1,991972","41,555889",N,GALP
Horario Habitual,BARCELONA,Terrassa,8226,CARRETERA CASTELLAR KM. 200,,,N,PETRO VALLES
Horario Habitual,BARCELONA,Terrassa,8228,CARRETERA C-1415A KM. 20,"2,038222","41,591500",D,PETROCAT
Horario Habitual,BARCELONA,Terrassa,8222,"CALLE COLON, 123","2,024278","41,558444",D,REPSOL
Horario Habitual,BARCELONA,Terrassa,8228,"CALLE ROMA, DE, 2","2,035361","41,533167",D,REPSOL
Horario Habitual,BARCELONA,Terrassa,8224,"CALLE RAMBLA PARE ALEGRE, S/N","2,007722","41,553389",D,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Terrassa,8220,"AUTOPISTA C-58 KM. 17,2","2,050611","41,543139",D,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Terrassa,8220,"AUTOPISTA C-58 KM. 17,2","2,050611","41,543139",I,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Terrassa,8226,"AVENIDA VALLES, DEL, 484","2,034694","41,562361",D,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Terrassa,8223,"AVENIDA TEXTIL,DEL, 34","2,025056","41,544639",N,GALP
Horario Habitual,BARCELONA,Terrassa,8228,"CALLE VENUS, DE, 19","2,032778","41,543639",I,PETROCAT DIRECTE
Horario Habitual,BARCELONA,Terrassa,8227,"AVENIDA MADRID, 15","2,037667","41,559278",N,BALLENOIL
Horario Habitual,BARCELONA,Terrassa,8225,"AVENIDA JOSEP TARRADELLAS,DE, 2","2,004694","41,570083",D,ESCLATOIL
Horario Habitual,BARCELONA,Tona,8551,CARRETERA C-17 KM. 50,"2,233278","41,845000",D,CEPSA
Horario Habitual,BARCELONA,Tordera,8490,"AUTOVIA A-2 KM. 680,9","2,723667","41,693972",I,CEPSA
Horario Habitual,BARCELONA,Tordera,8399,CARRETERA CTRA GI-512 KM. 1,,,D,LA FARINERA
Horario Habitual,BARCELONA,Torelló,8570,"CALLE CALLE DEL TER, 45","2,253000","42,048694",N,GALP
Horario Habitual,BARCELONA,Torelló,8570,"CARRER COMPTE BORREL, 1","2,258028","42,055528",N,ESCLATOIL
Horario Habitual,BARCELONA,Torelló,8570,"CALLE NOU, 264","2,274861","42,039528",N,ESCLATOIL
Horario Habitual,BARCELONA,Torrelles de Llobregat,8629,"CARRETERA BV-2005 KM. 4,7","1,985083","41,365500",I,BONAREA
Horario Habitual,BARCELONA,Vacarisses,8233,"CARRETERA E-9/C-16 KM. 35,500","1,888889","41,612500",I,CEPSA
Horario Habitual,BARCELONA,Vacarisses,8233,"CARRETERA E-9/C-16 KM. 35,5","1,891361","41,611139",D,CEPSA
Horario Habitual,BARCELONA,Vallirana,8759,"CL MAYOR, 610","1,927528","41,382750",D,REPSOL
Horario Habitual,BARCELONA,Vic,8500,"C/ LLEIDA, 2 P.ACTIV. ECONOMIQUES","2,271167","41,947278",N,ZONA DIESEL
Horario Habitual,BARCELONA,Vic,8500,"CALLE RIPOLL, 1","2,253111","41,945917",N,ESCLATOIL
Horario Habitual,BARCELONA,Vic,8500,"C/Industria, esquina C/Torrelló , s/n (C.C.CHAMPION)","2,266389","41,929611",N,SUPECO
Horario Habitual,BARCELONA,Vic,8500,CENTRO COMERCIAL CAPRABO VIC,,,N,PETROLIS INDEPENDEN TS - PETRO7
Horario Habitual,BARCELONA,Vic,8500,"POLIGONO CR C-153 PGNO. MALLOLES, 2,7","2,277472","41,952222",D,REPSOL
Horario Habitual,BARCELONA,Vic,8500,"AVENIDA EIX 11 DE SETEMBRE, 12","2,245583","41,928111",D,REPSOL
Horario Habitual,BARCELONA,Vic,8500,"SABADELL, 4-6","2,253944","41,942194",N,SHELL
Horario Habitual,BARCELONA,Vic,8500,"CARRER MATARO, S/N","2,249083","41,939778",D,BONAREA
Horario Habitual,BARCELONA,Vic,8500,"CALLE LLEIDA, 6","2,264417","41,946083",D,GMOIL
Horario Habitual,BARCELONA,Viladecans,8840,"AVENIDA DE LA GENERALITAT, 198","2,012556","41,308944",N,CARREFOUR
Horario Habitual,BARCELONA,Viladecans,8840,"CR C-31, 186,58","2,048222","41,275028",I,REPSOL
Horario Habitual,BARCELONA,Viladecans,8440,"AVENIDA SEGLE XXI, 44","2,031028","41,317639",D,BALLENOIL
Horario Habitual,BARCELONA,Viladecavalls,8232,"CR BP-1213, 1,8 (BP-1213 km 1,85)","1,967583","41,562278",D,REPSOL
Horario Habitual,BARCELONA,Viladecavalls,8232,"CALLE RAMON LLULL ESQUINA STA.MARIA DE TOUDELL, S/N","1,979444","41,562833",D,BONAREA
Horario Habitual,BARCELONA,Vilafranca del Penedès,8720,CARRETERA BARCELONA KM. 115,"1,710333","41,348167",N,ESCLATOIL
Horario Habitual,BARCELONA,Vilafranca del Penedès,8720,"CALLE LA MUNIA, 2","1,687583","41,338944",N,PETROMIRAL LES
Horario Habitual,BARCELONA,Vilafranca del Penedès,8720,"CARRETERA N-340 KM. 1213,7","1,720944","41,350083",D,CEPSA
Horario Habitual,BARCELONA,Vilafranca del Penedès,8720,"AVENIDA TARRAGONA, 132-142","1,679278","41,332167",N,ESCLATOIL
Horario Habitual,BARCELONA,Vilanova del Vallès,8410,"CALLE VALLFORNERS. CANT. CTRA.BP 5002 GRANOLLERS-MASNOU, S/N",,,D,ESCLATOIL
Horario Habitual,BARCELONA,Vilanova i la Geltrú,8800,"AVINGUDA EDUARDO TOLDRA, 67","1,735833","41,228278",N,GALP
Horario Habitual,BARCELONA,Vilanova i la Geltrú,8800,"CALLE METALURGIA, 4","1,736861","41,221667",N,ALCAMPO
Horario Habitual,BARCELONA,Vilanova i la Geltrú,8800,"CL RONDA EUROPA, 58","1,738556","41,220889",D,REPSOL
Horario Habitual,BARCELONA,Vilanova i la Geltrú,8800,"RONDA EUROPA, S/N","1,736278","41,232333",D,CEPSA
Horario Habitual,BARCELONA,Vilassar de Dalt,8339,"CALLE PIO XII, S.N.","2,361389","41,511278",D,REPSOL
Horario Habitual,BARCELONA,Vilassar de Mar,8340,"POL.IND.""ELS.GARROFERS"", 38","2,384556","41,512361",N,"BENZINERA "" 38 """
Horario Habitual,BARCELONA,Vilassar de Mar,8340,NACIONAL II km 639.5,"2,379111","41,495722",I,BPOIL
Horario Habitual,BURGOS,Ameyugo,9219,"AUTOPISTA AP-1 (MRG.IZDO.) KM. 63,5","-3,068028","42,651972",I,CEPSA
Horario Habitual,BURGOS,Ameyugo,9219,"AUTOPISTA AP-1 (MRG.DCHO.) KM. 63,5","-3,069667","42,650611",D,CEPSA
Horario Habitual,BURGOS,Aranda de Duero,9400,CARRETERA LA AGUILERA KM. 0,"-3,691944","41,677056",N,ALCAMPO
Horario Habitual,BURGOS,Aranda de Duero,9400,"AVENIDA CASTILLA, 64","-3,691861","41,662583",D,REPSOL
Horario Habitual,BURGOS,Aranda de Duero,9400,CARRETERA VALLADOLID(ANTIGUA) EN ARANDA DE DUERO KM. S/N,,,D,ASEBUTRA
Horario Habitual,BURGOS,Aranda de Duero,9400,"AVENIDA PORTUGAL, 82","-3,727861","41,666444",D,BEROIL
Horario Habitual,BURGOS,Aranda de Duero,9400,"CARRETERA NACIONAL I KM. 160,3","-3,684861","41,686861",D,BEROIL
Horario Habitual,BURGOS,Briviesca,9240,"AUTOPISTA AP-1 (MRG.DCHO.) KM. 35,5","-3,334111","42,526028",D,CEPSA
Horario Habitual,BURGOS,Briviesca,9240,"AUTOPISTA AP-1 (MRG.IZDO.) KM. 35,5","-3,332083","42,528861",I,CEPSA
Horario Habitual,BURGOS,Briviesca,9240,CARRETERA BELORADO BU-710 km 1,"-3,312902","42,536278",I,NORPETROL
Horario Habitual,BURGOS,Briviesca,9240,"CARRETERA N-I KM. 278,050","-3,320750","42,534389",I,BP
Horario Habitual,BURGOS,Buniel,9230,CARRETERA A 62 KM. 14,"-3,835139","42,300722",D,BEROIL
Horario Habitual,BURGOS,Burgos,9007,"CL GLORIETA LOGROÑO, S.N.","-3,677917","42,348750",D,REPSOL
Horario Habitual,BURGOS,Burgos,9001,"CL AVENIDA PALENCIA, S.N.","-3,711889","42,337472",D,REPSOL
Horario Habitual,BURGOS,Burgos,9001,"CL MADRID, 66","-3,700500","42,330333",D,REPSOL
Horario Habitual,BURGOS,Burgos,9007,"CARRETERA NACIONAL 120 KM. 108,3","-3,647944","42,344583",I,REPSOL
Horario Habitual,BURGOS,Burgos,9006,"AVENIDA ISLAS BALEARES, S/N","-3,680694","42,363611",D,FUNDACION AIDA CEPSA
Horario Habitual,BURGOS,Burgos,9006,CARRETERA CARRETERA DE SANTANDER KM. 2,"-3,695111","42,358694",N,E.S. VISTA ALEGRE
Horario Habitual,BURGOS,Burgos,9007,"LA RIBERA, S/N",,,D,ASEBUTRA
Horario Habitual,BURGOS,Burgos,9001,AUTOVIA A-I KM. 235,"-3,702917","42,310278",I,CEPSA
Horario Habitual,BURGOS,Burgos,9006,CARRETERA SANTANDER N-623 (CARREFOUR) KM. 2,"-3,694778","42,360694",N,CARREFOUR
Horario Habitual,BURGOS,Burgos,9000,"CALLE ALCALDE MARTIN COBOS, 19","-3,652972","42,360750",I,BEROIL
Horario Habitual,BURGOS,Cilleruelo de Abajo,9349,"AUTOVIA A-1 KM. 189,9","-3,763361","41,929778",I,BP
Horario Habitual,BURGOS,Estépar,9230,N-620 km 22,"-3,897222","42,275278",N,VALCARCE
Horario Habitual,BURGOS,Fontioso,9349,"CR A-1, 187,7","-3,751139","41,916222",I,REPSOL
Horario Habitual,BURGOS,Fontioso,9349,AUTV.A-1 km 190,"-3,759889","41,930556",D,SHELL
Horario Habitual,BURGOS,Frandovínez,9230,"AUTOVIA A-62 KM. 16,7","-3,846500","42,294444",D,REPSOL
Horario Habitual,BURGOS,Fuentespina,9471,"A-1 km 152,8","-3,684833","41,616306",D,CEPSA
Horario Habitual,BURGOS,Gumiel de Izán,9370,AUTOVIA A-1 KM. 171,"-3,695667","41,780250",D,PETRONOR
Horario Habitual,BURGOS,Lerma,9340,CARRETERA CTRA. LERMA/VILLALMANZO S/N KM. S/N,"-3,753889","42,037389",N,BP LERMA
Horario Habitual,BURGOS,Madrigalejo del Monte,9330,"AUTOVIA A-1 KM. 214,1","-3,716806","42,132361",I,CEPSA
Horario Habitual,BURGOS,Medina de Pomar,9500,"CARRETERA N-629 KM. 25,300","-3,483000","42,945000",I,REPSOL
Horario Habitual,BURGOS,Milagros,9460,"AUTOVIA A-1 KM. 149,3","-3,697222","41,593833",I,CEPSA
Horario Habitual,BURGOS,Miranda de Ebro,9200,CARRETERA DE BILBAO (C.C. LECLERC) km S/N,"-2,951750","42,695500",D,E.LECLERC
Horario Habitual,BURGOS,Miranda de Ebro,9200,CARRETERA MADRID-IRUN KM. 318,"-2,952944","42,688306",D,REPSOL
Horario Habitual,BURGOS,Miranda de Ebro,9200,CARRETERA NACIONAL 1 MADRID IRUN KM. 318,"-2,961472","42,686333",I,BP VIA NORTE
Horario Habitual,BURGOS,Monasterio de Rodilla,9292,"N-I km 259,5","-3,494000","42,441056",I,CEPSA
Horario Habitual,BURGOS,Oña,9530,CTRA. LOGROÑO SANTANDER km 508,"-3,414722","42,734833",I,AVIA
Horario Habitual,BURGOS,Oquillas,9350,"AUTOVIA A-2 KM. 176,6","-3,703972","41,824917",D,GALP
Horario Habitual,BURGOS,Pardilla,9462,"AUTOVIA A-1 KM. 146,7","-3,705500","41,573639",D,CEPSA
Horario Habitual,BURGOS,Quintanapall a,9290,"AU AP-1 (IZDA), 12","-3,549556","42,404750",D,REPSOL
Horario Habitual,BURGOS,Quintanapall a,9290,"AU AP-1 (IZDA), 12","-3,549556","42,404750",I,REPSOL
Horario Habitual,BURGOS,Rubena,9199,N-I km 249,"-3,590833","42,376750",D,"BEROIL, S.L."
Horario Habitual,BURGOS,Sarracín,9620,"CARRETERA N-I KM. 228,3","-3,705972","42,245333",I,GALP
Horario Habitual,BURGOS,Sarracín,9620,"CARRETERA N-I KM. 228,4","-3,703139","42,245833",D,GALP
Horario Habitual,BURGOS,Sarracín,9620,"AUTV.A-1 (N-234) km 225,5","-3,707250","42,226389",I,SHELL
Horario Habitual,BURGOS,Sasamón,9123,CARRETERA LOGROÑO/VIGO KM. 145,"-4,038056","42,399444",D,REPSOL
Horario Habitual,BURGOS,Villagonzalo Pedernales,9195,"CARRETERA MADRID-IRUN KM. 232,8","-3,703306","42,290056",D,REPSOL
Horario Habitual,BURGOS,Villagonzalo Pedernales,9195,"CARRETERA MADRID-IRUN KM. 232,8","-3,703306","42,290056",I,REPSOL
Horario Habitual,BURGOS,Villagonzalo Pedernales,9195,"CTRA.N-620 km 6,6","-3,732250","42,306722",I,SHELL
Horario Habitual,BURGOS,Villalmanzo,9390,"CARRETERA A-1, MADRID-BURGOS KM. 203,000","-3,751667","42,041028",D,REPSOL
Horario Habitual,BURGOS,Villalmanzo,9390,"CARRETERA A-1, MADRID-BURGOS KM. 203,000","-3,751667","42,041028",I,REPSOL
Horario Habitual,BURGOS,Villazopeque,9226,AUTOVIA A-62 KM. 34,"-4,036889","42,189111",N,BP
Horario Habitual,CÁCERES,Aldea del Cano,10160,"AUTOVIA RUTA DE LA PLATA A-66 KM. 576,000","-6,327750","39,289500",I,VALCARCE
Horario Habitual,CÁCERES,Almaraz,10350,AUTOVIA A-5 KM. 200,"-5,696167","39,791194",D,REPSOL
Horario Habitual,CÁCERES,Almaraz,10350,"AUTOVIA A-V KM. 193,800","-5,660639","39,828056",D,CEPSA
Horario Habitual,CÁCERES,Belvís de Monroy,10394,CARRETERA NACIONAL V KM. 190,"-5,629528","39,851778",D,DST BELVIS
Horario Habitual,CÁCERES,Cáceres,10005,AV. ALEMANIA- POL IND FRATRES PARC. 40,"-6,383500","39,462083",D,REPSOL
Horario Habitual,CÁCERES,Cáceres,10001,"CARRETERA CTRA. VALENCIA- ALCÁNTARA, KM. S/N","-6,396306","39,468194",N,CARREFOUR
Horario Habitual,CÁCERES,Cáceres,10164,AUTOVIA A-66 KM. 564,"-6,348778","39,383250",D,REPSOL
Horario Habitual,CÁCERES,Cáceres,10004,"CR N-521, 45","-6,362583","39,482028",I,REPSOL
Horario Habitual,CÁCERES,Cáceres,10195,"N-630 km 556,5","-6,383833","39,453806",D,CEPSA
Horario Habitual,CÁCERES,Cáceres,10005,"CARRETERA MIAJADAS KM. 1,750","-6,367278","39,455750",I,PETROCAR
Horario Habitual,CÁCERES,Casar de Cáceres,10190,AUTOVIA A-66 KM 539 KM. 539,"-6,399917","39,559889",D,REPSOL
Horario Habitual,CÁCERES,Coria,10800,"CARRETERA EX-108 KM. 86,9","-6,500417","39,982444",N,Q8
Horario Habitual,CÁCERES,Coria,10800,"CALLE CARRETERA DE MONTEHERMOSO, 1","-6,530500","39,986250",D,REPSOL
Horario Habitual,CÁCERES,Deleitosa,10370,AUTOVIA MADRID -PORTUGAL KM. 219,"-5,719917","39,687861",D,REPSOL
Horario Habitual,CÁCERES,Majadas,10529,AUTOVIA EX-A1 KM. 16,"-5,761944","39,917278",D,REPSOL
Horario Habitual,CÁCERES,Malpartida de Plasencia,10680,"AVENIDA DE LA CONSTITUCIÓN, S/N","-6,046667","39,976833",N,REPSOL
Horario Habitual,CÁCERES,Malpartida de Plasencia,10680,"CR A-66 , P.K. 494","-6,246417","39,916000",D,REPSOL
Horario Habitual,CÁCERES,Miajadas,10100,"CARRETERA EX-106 KM. 1,4","-5,900556","39,132750",D,CEPSA
Horario Habitual,CÁCERES,Miajadas,10100,"CARRETERA N-5 KM. 290,8","-5,925167","39,143306",I,REPSOL
Horario Habitual,CÁCERES,Montehermo so,10810,"CARRETERA PLASENCIA KM. 26,300","-6,353056","40,086944",D,REPSOL
Horario Habitual,CÁCERES,Moraleja,10840,"CARRETERA C-526 KM. 46,1","-6,661222","40,073250",I,REPSOL
Horario Habitual,CÁCERES,Moraleja,10840,"CARRETERA EX-108 KM. 111,7","-6,651056","40,063417",D,CEPSA
Horario Habitual,CÁCERES,Navalmoral de la Mata,10300,"CARRETERA MADRID-LISBOA KM. 180,800","-5,544028","39,896056",I,REPSOL
Horario Habitual,CÁCERES,Navalmoral de la Mata,10300,"CARRETERA CC 054 KM. 2,300","-5,550944","39,874500",I,REPSOL
Horario Habitual,CÁCERES,Navalmoral de la Mata,10300,"CARRETERA ANTIGUA N-V, KM 179 KM. 179","-5,528500","39,892583",D,SETTRAN
Horario Habitual,CÁCERES,Peraleda de la Mata,10335,AUTOVIA AUTOVIA KM. 174,"-5,467111","39,888333",I,REPSOL
Horario Habitual,CÁCERES,Peraleda de la Mata,10335,"AUTOVIA CTRA A-5, KM 171 -POL. PUERTA DE EXTREMADURA PARC 80-81-82 KM. 171",,,N,GALP
Horario Habitual,CÁCERES,Plasencia,10600,"CALLE C/ JULIAN BESTEIRO S/N, S/N","-6,078694","40,037250",N,CARREFOUR
Horario Habitual,CÁCERES,Plasencia,10600,"CARRETERA N-110 KM. 403,200","-6,075472","40,032083",I,REPSOL
Horario Habitual,CÁCERES,Plasencia,10600,"AVENIDA ESPAÑA, 44","-6,098167","40,021639",D,REPSOL
Horario Habitual,CÁCERES,Plasencia,10600,"AVENIDA SALAMANCA, S/N","-6,091833","40,036444",D,CEPSA
Horario Habitual,CÁCERES,Plasencia,10600,"AV MARTIN PALOMINO, S.N.","-6,103139","40,016306",D,REPSOL
Horario Habitual,CÁCERES,Santa Cruz de la Sierra,10260,"AUTOVIA CR N-5, 268 KM. 268","-5,857528","39,339111",D,REPSOL
Horario Habitual,CÁCERES,Talayuela,10310,"CALLE MARTINEZ CAMARGO, 18","-5,610250","39,981472",I,REPSOL
Horario Habitual,CÁCERES,Trujillo,10200,AUTOVIA AUTOVIA DEL SUROESTE KM. 259,"-5,886556","39,410944",I,Q8
Horario Habitual,CÁCERES,Trujillo,10200,"A-5 km 245,2","-5,835417","39,517556",D,CEPSA
Horario Habitual,CÁCERES,Trujillo,10200,"AUTOVIA A-5 KM. 244,6","-5,833361","39,526167",I,CEPSA
Horario Habitual,CÁCERES,Trujillo,10200,"CR A-5 P.K. 240,00 I","-5,832583","39,565056",I,REPSOL
Horario Habitual,CÁCERES,Trujillo,10200,"AVENIDA MADRID, 50","-5,870806","39,460472",I,REPSOL
Horario Habitual,CÁCERES,Valencia de Alcántara,10500,CARRETERA N-521 KM. 151,"-7,298278","39,346472",D,CAMPSA
Horario Habitual,CÁDIZ,Algeciras,11204,"CARRETERA CADIZ MALAGA (C.C. EROSKI) KM. 106,25","-5,462389","36,143056",N,CARREFOUR
Horario Habitual,CÁDIZ,Algeciras,11207,"PASEO VICTORIA EUGENIA, S/N","-5,444611","36,117056",I,REPSOL
Horario Habitual,CÁDIZ,Algeciras,11205,CARRETERA N-340 KM. 106,"-5,454833","36,147611",I,CEPSA
Horario Habitual,CÁDIZ,Algeciras,11207,"AVENIDA 28 DE FEBRERO, S/N","-5,454528","36,112250",N,BP
