Fecha publicación,cod_ine,CCAA,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas totales,Dosis administradas,Porcentaje de dosis administradas por 100 habitantes,Porcentaje sobre entregadas,Personas con al menos una dosis,Personas con pauta completa,Porcentaje con pauta completa,Fecha de la última vacuna registrada
2021-05-28,01,Andalucía,3.071.340,447.000,1.054.200,102.800,4.675.340,4.511.820,"53,19","96,5",3.066.680,1.495.696,"17,63",27/05/2021
2021-05-28,02,Aragón,592.335,84.500,165.600,16.000,858.435,817.978,"61,44","95,3",536.746,290.875,"21,85",27/05/2021
2021-05-28,03,Asturias,539.105,73.600,127.000,12.400,752.105,739.208,"72,8","98,3",479.092,268.966,"26,49",27/05/2021
2021-05-28,04,Baleares,366.570,54.800,145.800,14.200,581.370,526.320,"43,31","90,5",375.436,158.651,"13,06",27/05/2021
2021-05-28,05,Canarias,710.160,104.800,271.000,26.400,1.112.360,1.016.327,"45,28","91,4",725.598,314.742,"14,02",27/05/2021
2021-05-28,06,Cantabria,262.815,36.900,72.500,6.950,379.165,350.769,"60,23","92,5",233.348,121.918,"20,94",27/05/2021
2021-05-28,07,Castilla y Leon,1.259.805,180.200,298.300,29.150,1.767.455,1.622.728,"67,86","91,8",1.018.285,628.161,"26,27",27/05/2021
2021-05-28,08,Castilla La Mancha,835.245,121.100,253.800,24.675,1.234.820,1.161.860,"56,87","94,1",783.352,400.654,"19,61",27/05/2021
2021-05-28,09,Cataluña,2.992.310,437.200,969.100,94.450,4.493.060,4.055.149,"52,97","90,3",2.814.159,1.283.002,"16,76",27/05/2021
2021-05-28,10,C. Valenciana,1.874.530,272.700,629.800,61.400,2.838.430,2.644.995,"52,52","93,2",1.804.127,890.399,"17,68",27/05/2021
2021-05-28,11,Extremadura,479.195,66.700,132.400,12.900,691.195,660.802,"62,38","95,6",435.863,235.689,"22,25",27/05/2021
2021-05-28,12,Galicia,1.329.235,182.600,336.600,32.900,1.881.335,1.792.712,"66,43","95,3",1.198.254,617.700,"22,89",27/05/2021
2021-05-28,17,La Rioja,139.295,19.500,39.600,3.900,202.295,189.382,"59,91","93,6",122.360,70.333,"22,25",27/05/2021
2021-05-28,13,Madrid,2.477.985,364.200,844.700,82.300,3.769.185,3.457.243,"51,18","91,7",2.347.178,1.164.928,"17,24",27/05/2021
2021-05-28,14,Murcia,531.905,77.300,188.100,18.300,815.605,718.396,"47,6","88,1",471.245,256.845,"17,02",27/05/2021
2021-05-28,15,Navarra,267.495,38.800,82.300,8.050,396.645,382.640,"58,22","96,5",256.098,134.801,"20,51",27/05/2021
2021-05-28,16,País Vasco,965.070,136.200,276.500,26.950,1.404.720,1.329.094,"60,7","94,6",912.682,439.797,"20,09",27/05/2021
2021-05-28,18,Ceuta,24.210,3.800,11.000,1.050,40.060,37.981,"45,22","94,8",29.331,9.427,"11,22",27/05/2021
2021-05-28,19,Melilla,24.210,3.700,11.000,1.050,39.960,37.873,"44,93","94,8",28.120,10.733,"12,73",27/05/2021
2021-05-28,00,Fuerzas Armadas,21.840,3.400,66.100,0,91.340,80.412,"60,33","88,0",69.366,11.046,"8,29",27/05/2021
2021-05-28,00,España,18.764.655,2.709.000,5.975.400,575.825,28.024.880,26.133.689,"55,19","93,3",17.707.320,8.804.363,"18,59",
2021-05-31,01,Andalucía,3.071.340,447.000,1.054.200,102.800,4.675.340,4.632.413,"54,61","99,1",3.120.341,1.565.328,"18,45",30/05/2021
2021-05-31,02,Aragón,592.335,84.500,165.600,16.000,858.435,829.615,"62,32","96,6",544.881,295.286,"22,18",29/05/2021
2021-05-31,03,Asturias,539.105,73.600,127.000,12.400,752.105,757.538,"74,6","100,7",489.310,277.796,"27,36",30/05/2021
2021-05-31,04,Baleares,366.570,54.800,145.800,14.200,581.370,533.427,"43,9","91,8",379.892,161.533,"13,29",29/05/2021
2021-05-31,05,Canarias,710.160,104.800,271.000,26.400,1.112.360,1.047.051,"46,65","94,1",749.133,324.705,"14,47",30/05/2021
2021-05-31,06,Cantabria,262.815,36.900,72.500,6.950,379.165,360.564,"61,92","95,1",240.133,125.109,"21,48",30/05/2021
2021-05-31,07,Castilla y Leon,1.259.805,180.200,298.300,29.150,1.767.455,1.652.032,"69,08","93,5",1.029.157,647.191,"27,06",30/05/2021
2021-05-31,08,Castilla La Mancha,835.245,121.100,253.800,24.675,1.234.820,1.205.118,"58,98","97,6",815.163,416.195,"20,37",30/05/2021
2021-05-31,09,Cataluña,2.992.310,437.200,969.100,94.450,4.493.060,4.197.495,"54,83","93,4",2.849.911,1.391.262,"18,17",30/05/2021
2021-05-31,10,C. Valenciana,1.874.530,272.700,629.800,61.400,2.838.430,2.665.032,"52,92","93,9",1.812.778,904.088,"17,95",30/05/2021
2021-05-31,11,Extremadura,479.195,66.700,132.400,12.900,691.195,675.035,"63,72","97,7",443.161,243.316,"22,97",30/05/2021
2021-05-31,12,Galicia,1.329.235,182.600,336.600,32.900,1.881.335,1.854.851,"68,73","98,6",1.207.204,671.520,"24,88",30/05/2021
2021-05-31,17,La Rioja,139.295,19.500,39.600,3.900,202.295,191.241,"60,49","94,5",124.043,70.511,"22,3",28/05/2021
2021-05-31,13,Madrid,2.477.985,364.200,844.700,82.300,3.769.185,3.557.679,"52,66","94,4",2.420.499,1.200.513,"17,77",30/05/2021
2021-05-31,14,Murcia,531.905,77.300,188.100,18.300,815.605,744.134,"49,31","91,2",489.211,267.848,"17,75",29/05/2021
2021-05-31,15,Navarra,267.495,38.800,82.300,8.050,396.645,394.728,"60,06","99,5",261.637,143.355,"21,81",30/05/2021
2021-05-31,16,País Vasco,965.070,136.200,276.500,26.950,1.404.720,1.371.206,"62,63","97,6",928.464,482.696,"22,05",30/05/2021
2021-05-31,18,Ceuta,24.210,3.800,11.000,1.050,40.060,38.868,"46,27","97,0",29.752,10.115,"12,04",28/05/2021
2021-05-31,19,Melilla,24.210,3.700,11.000,1.050,39.960,38.610,"45,81","96,6",28.237,11.428,"13,56",28/05/2021
2021-05-31,00,Fuerzas Armadas,21.840,3.400,66.100,0,91.340,81.000,"60,77","88,7",69.510,11.490,"8,62",29/05/2021
2021-05-31,00,España,18.764.655,2.709.000,5.975.400,575.825,28.024.880,26.827.637,"56,66","95,7",18.032.417,9.221.285,"19,47",
2021-06-01,01,Andalucía,3.312.360,502.000,1.054.200,167.500,5.036.060,4.711.142,"55,54","93,5",3.159.245,1.606.909,"18,94",31/05/2021
2021-06-01,02,Aragón,629.775,93.100,165.600,26.200,914.675,832.942,"62,57","91,1",547.545,296.645,"22,28",31/05/2021
2021-06-01,03,Asturias,568.355,80.200,127.000,20.200,795.755,767.489,"75,58","96,4",493.717,283.390,"27,91",31/05/2021
2021-06-01,04,Baleares,418.050,62.400,145.800,23.200,649.450,539.146,"44,37","83,0",384.742,162.491,"13,37",31/05/2021
2021-06-01,05,Canarias,835.350,104.800,271.000,43.000,1.254.150,1.062.442,"47,34","84,7",760.830,330.436,"14,72",31/05/2021
2021-06-01,06,Cantabria,279.195,40.700,72.500,11.450,403.845,364.918,"62,66","90,4",242.511,127.614,"21,91",31/05/2021
2021-06-01,07,Castilla y Leon,1.326.495,195.800,298.300,47.450,1.868.045,1.670.624,"69,86","89,4",1.037.313,658.566,"27,54",31/05/2021
2021-06-01,08,Castilla La Mancha,893.745,134.400,253.800,40.475,1.322.420,1.206.939,"59,07","91,3",816.585,416.783,"20,4",31/05/2021
2021-06-01,09,Cataluña,3.214.610,487.700,969.100,153.950,4.825.360,4.240.669,"55,39","87,9",2.861.596,1.423.308,"18,59",31/05/2021
2021-06-01,10,C. Valenciana,2.018.440,305.500,629.800,100.100,3.053.840,2.679.175,"53,2","87,7",1.821.055,913.453,"18,14",31/05/2021
2021-06-01,11,Extremadura,509.615,73.600,132.400,21.000,736.615,678.475,"64,05","92,1",446.172,244.753,"23,1",31/05/2021
2021-06-01,12,Galicia,1.406.455,200.200,336.600,53.600,1.996.855,1.874.422,"69,46","93,9",1.224.586,690.840,"25,6",31/05/2021
2021-06-01,17,La Rioja,148.655,21.600,39.600,6.300,216.155,196.016,"62,0","90,7",127.088,72.600,"22,96",31/05/2021
2021-06-01,13,Madrid,2.672.205,408.200,844.700,134.100,4.059.205,3.601.104,"53,31","88,7",2.444.639,1.227.286,"18,17",31/05/2021
2021-06-01,14,Murcia,575.195,87.100,188.100,29.900,880.295,754.586,"50,0","85,7",490.041,277.687,"18,4",31/05/2021
2021-06-01,15,Navarra,286.215,43.100,82.300,13.150,424.765,400.144,"60,88","94,2",264.869,146.778,"22,33",31/05/2021
2021-06-01,16,País Vasco,1.028.250,150.600,276.500,43.950,1.499.300,1.380.112,"63,03","92,1",928.366,491.940,"22,47",31/05/2021
2021-06-01,18,Ceuta,28.890,3.800,11.000,1.650,45.340,39.424,"46,93","87,0",29.894,10.552,"12,56",31/05/2021
2021-06-01,19,Melilla,28.890,3.700,11.000,1.650,45.240,38.634,"45,84","85,4",28.251,11.443,"13,58",28/05/2021
2021-06-01,00,Fuerzas Armadas,26.520,7.700,66.100,0,100.320,81.330,"61,02","81,1",69.559,11.771,"8,83",31/05/2021
2021-06-01,00,España,20.207.265,3.006.200,5.975.400,938.825,30.127.690,27.119.733,"57,27","90,0",18.178.604,9.405.245,"19,86",
2021-06-02,01,Andalucía,3.312.360,502.000,1.054.200,167.500,5.036.060,4.818.135,"56,8","95,7",3.210.976,1.663.681,"19,61",01/06/2021
2021-06-02,02,Aragón,629.775,93.100,165.600,26.200,914.675,838.765,"63,0","91,7",552.388,298.005,"22,38",01/06/2021
2021-06-02,03,Asturias,568.355,80.200,127.000,20.200,795.755,779.597,"76,78","98,0",500.469,288.746,"28,44",01/06/2021
2021-06-02,04,Baleares,418.050,62.400,145.800,23.200,649.450,543.940,"44,76","83,8",388.433,163.656,"13,47",01/06/2021
2021-06-02,05,Canarias,835.350,104.800,271.000,43.000,1.254.150,1.093.097,"48,7","87,2",784.950,345.583,"15,4",01/06/2021
2021-06-02,06,Cantabria,279.195,40.700,72.500,11.450,403.845,372.755,"64,01","92,3",245.515,132.727,"22,79",01/06/2021
2021-06-02,07,Castilla y Leon,1.326.495,195.800,298.300,47.450,1.868.045,1.694.963,"70,88","90,7",1.055.909,667.375,"27,91",01/06/2021
2021-06-02,08,Castilla La Mancha,893.745,134.400,253.800,40.475,1.322.420,1.222.810,"59,85","92,5",825.678,426.146,"20,86",01/06/2021
2021-06-02,09,Cataluña,3.214.610,487.700,969.100,153.950,4.825.360,4.313.654,"56,35","89,4",2.881.354,1.477.035,"19,29",01/06/2021
2021-06-02,10,C. Valenciana,2.018.440,305.500,629.800,100.100,3.053.840,2.739.554,"54,4","89,7",1.853.652,952.405,"18,91",01/06/2021
2021-06-02,11,Extremadura,509.615,73.600,132.400,21.000,736.615,689.044,"65,05","93,5",452.667,250.578,"23,65",01/06/2021
2021-06-02,12,Galicia,1.406.455,200.200,336.600,53.600,1.996.855,1.901.270,"70,45","95,2",1.225.971,717.215,"26,58",01/06/2021
2021-06-02,17,La Rioja,148.655,21.600,39.600,6.300,216.155,200.773,"63,51","92,9",130.199,74.334,"23,51",01/06/2021
2021-06-02,13,Madrid,2.672.205,408.200,844.700,134.100,4.059.205,3.654.009,"54,09","90,0",2.471.633,1.254.274,"18,57",01/06/2021
2021-06-02,14,Murcia,575.195,87.100,188.100,29.900,880.295,776.762,"51,47","88,2",507.921,282.013,"18,69",01/06/2021
2021-06-02,15,Navarra,286.215,43.100,82.300,13.150,424.765,407.469,"62,0","95,9",268.606,151.849,"23,1",01/06/2021
2021-06-02,16,País Vasco,1.028.250,150.600,276.500,43.950,1.499.300,1.398.974,"63,89","93,3",940.602,498.661,"22,78",01/06/2021
2021-06-02,18,Ceuta,28.890,3.800,11.000,1.650,45.340,40.643,"48,39","89,6",30.680,11.384,"13,55",01/06/2021
2021-06-02,19,Melilla,28.890,3.700,11.000,1.650,45.240,39.315,"46,65","86,9",28.863,11.540,"13,69",01/06/2021
2021-06-02,00,Fuerzas Armadas,26.520,7.700,66.100,0,100.320,81.718,"61,31","81,5",69.738,11.980,"8,99",01/06/2021
2021-06-02,00,España,20.207.265,3.006.200,5.975.400,938.825,30.127.690,27.607.247,"58,3","91,6",18.426.204,9.679.187,"20,44",
2021-06-03,01,Andalucía,3.312.360,502.000,1.054.200,167.500,5.036.060,4.936.599,"58,2","98,0",3.268.625,1.725.492,"20,34",02/06/2021
2021-06-03,02,Aragón,629.775,93.100,165.600,26.200,914.675,850.404,"63,88","93,0",559.467,302.766,"22,74",02/06/2021
2021-06-03,03,Asturias,568.355,80.200,127.000,20.200,795.755,792.641,"78,06","99,6",507.254,295.872,"29,14",02/06/2021
2021-06-03,04,Baleares,418.050,62.400,145.800,23.200,649.450,553.824,"45,58","85,3",394.373,167.709,"13,8",02/06/2021
2021-06-03,05,Canarias,835.350,104.800,271.000,43.000,1.254.150,1.117.868,"49,81","89,1",800.570,356.868,"15,9",02/06/2021
2021-06-03,06,Cantabria,279.195,40.700,72.500,11.450,403.845,380.495,"65,34","94,2",249.407,136.845,"23,5",02/06/2021
2021-06-03,07,Castilla y Leon,1.326.495,195.800,298.300,47.450,1.868.045,1.721.528,"71,99","92,2",1.077.088,674.371,"28,2",02/06/2021
2021-06-03,08,Castilla La Mancha,893.745,134.400,253.800,40.475,1.322.420,1.253.539,"61,35","94,8",842.149,441.757,"21,62",02/06/2021
2021-06-03,09,Cataluña,3.214.610,487.700,969.100,153.950,4.825.360,4.392.341,"57,37","91,0",2.906.508,1.532.387,"20,02",02/06/2021
2021-06-03,10,C. Valenciana,2.018.440,305.500,629.800,100.100,3.053.840,2.840.184,"56,39","93,0",1.898.860,1.012.909,"20,11",02/06/2021
2021-06-03,11,Extremadura,509.615,73.600,132.400,21.000,736.615,701.279,"66,2","95,2",458.764,258.149,"24,37",02/06/2021
2021-06-03,12,Galicia,1.406.455,200.200,336.600,53.600,1.996.855,1.934.131,"71,67","96,9",1.255.946,720.673,"26,7",02/06/2021
2021-06-03,17,La Rioja,148.655,21.600,39.600,6.300,216.155,204.884,"64,81","94,8",132.529,77.135,"24,4",02/06/2021
2021-06-03,13,Madrid,2.672.205,408.200,844.700,134.100,4.059.205,3.707.594,"54,88","91,3",2.496.333,1.284.236,"19,01",02/06/2021
2021-06-03,14,Murcia,575.195,87.100,188.100,29.900,880.295,792.635,"52,52","90,0",520.492,285.543,"18,92",02/06/2021
2021-06-03,15,Navarra,286.215,43.100,82.300,13.150,424.765,415.698,"63,25","97,9",272.108,156.581,"23,82",02/06/2021
2021-06-03,16,País Vasco,1.028.250,150.600,276.500,43.950,1.499.300,1.420.356,"64,87","94,7",948.670,512.073,"23,39",02/06/2021
2021-06-03,18,Ceuta,28.890,3.800,11.000,1.650,45.340,42.004,"50,01","92,6",31.144,12.286,"14,63",02/06/2021
2021-06-03,19,Melilla,28.890,3.700,11.000,1.650,45.240,40.590,"48,16","89,7",28.987,12.691,"15,06",02/06/2021
2021-06-03,00,Fuerzas Armadas,26.520,7.700,66.100,0,100.320,83.751,"62,84","83,5",70.890,12.861,"9,65",02/06/2021
2021-06-03,00,España,20.207.265,3.006.200,5.975.400,938.825,30.127.690,28.182.345,"59,52","93,5",18.720.164,9.979.204,"21,07",
2021-06-04,01,Andalucía,3.555.720,502.000,1.293.200,226.900,5.577.820,5.056.835,"59,61","90,7",3.337.630,1.780.256,"20,99",03/06/2021
2021-06-04,02,Aragón,668.385,93.100,203.200,35.500,1.000.185,884.547,"66,44","88,4",582.195,314.347,"23,61",03/06/2021
2021-06-04,03,Asturias,597.605,80.200,155.800,27.400,861.005,805.334,"79,31","93,5",514.030,303.820,"29,92",03/06/2021
2021-06-04,04,Baleares,433.260,62.400,178.900,31.400,705.960,566.241,"46,6","80,2",400.350,174.170,"14,33",03/06/2021
2021-06-04,05,Canarias,835.350,118.900,332.500,58.300,1.345.050,1.144.916,"51,01","85,1",815.230,371.089,"16,53",03/06/2021
2021-06-04,06,Cantabria,296.745,40.700,89.000,15.550,441.995,387.992,"66,62","87,8",256.056,137.943,"23,69",03/06/2021
2021-06-04,07,Castilla y Leon,1.396.695,195.800,365.900,64.250,2.022.645,1.748.239,"73,11","86,4",1.094.311,687.044,"28,73",03/06/2021
2021-06-04,08,Castilla La Mancha,952.245,134.400,311.600,54.875,1.453.120,1.260.567,"61,7","86,7",847.837,443.296,"21,7",03/06/2021
2021-06-04,09,Cataluña,3.438.080,487.700,1.188.700,208.550,5.323.030,4.475.002,"58,45","84,1",2.940.765,1.582.303,"20,67",03/06/2021
2021-06-04,10,C. Valenciana,2.164.690,305.500,772.600,135.600,3.378.390,2.925.664,"58,09","86,6",1.969.186,1.034.551,"20,54",03/06/2021
2021-06-04,11,Extremadura,540.035,73.600,162.500,28.500,804.635,717.884,"67,77","89,2",468.805,266.219,"25,13",03/06/2021
2021-06-04,12,Galicia,1.483.675,200.200,412.900,72.600,2.169.375,1.964.651,"72,8","90,6",1.256.755,751.012,"27,83",03/06/2021
2021-06-04,17,La Rioja,158.015,21.600,48.700,8.500,236.815,208.444,"65,93","88,0",134.233,79.787,"25,24",03/06/2021
2021-06-04,13,Madrid,2.866.425,408.200,1.036.100,181.700,4.492.425,3.764.402,"55,72","83,8",2.522.228,1.316.879,"19,49",03/06/2021
2021-06-04,14,Murcia,618.485,87.100,230.800,40.500,976.885,808.552,"53,58","82,8",531.647,291.603,"19,32",03/06/2021
2021-06-04,15,Navarra,304.935,43.100,101.000,17.750,466.785,425.055,"64,68","91,1",279.121,158.990,"24,19",03/06/2021
2021-06-04,16,País Vasco,1.092.600,150.600,338.200,59.550,1.640.950,1.438.333,"65,69","87,7",955.818,523.402,"23,91",03/06/2021
2021-06-04,18,Ceuta,28.890,4.400,13.500,2.250,49.040,43.385,"51,65","88,5",31.206,13.605,"16,2",03/06/2021
2021-06-04,19,Melilla,28.890,4.300,13.500,2.250,48.940,41.476,"49,21","84,7",29.013,13.551,"16,08",03/06/2021
2021-06-04,00,Fuerzas Armadas,30.030,7.700,96.100,1.000,134.830,85.051,"63,81","63,1",71.719,13.342,"10,01",03/06/2021
2021-06-04,00,España,21.490.755,3.021.500,7.344.700,1.272.925,33.129.880,28.752.570,"60,72","86,8",19.038.135,10.257.209,"21,66",
2021-06-07,01,Andalucía,3.555.720,502.000,1.293.200,226.900,5.577.820,5.209.446,"61,41","93,4",3.421.131,1.851.883,"21,83",06/06/2021
2021-06-07,02,Aragón,668.385,93.100,203.200,35.500,1.000.185,922.090,"69,26","92,2",611.539,342.979,"25,76",06/06/2021
2021-06-07,03,Asturias,597.605,80.200,155.800,27.400,861.005,832.730,"82,01","96,7",526.485,325.789,"32,08",06/06/2021
2021-06-07,04,Baleares,433.260,62.400,178.900,31.400,705.960,624.009,"51,35","88,4",435.979,203.628,"16,76",06/06/2021
2021-06-07,05,Canarias,835.350,118.900,332.500,58.300,1.345.050,1.201.701,"53,54","89,3",845.845,410.948,"18,31",06/06/2021
2021-06-07,06,Cantabria,296.745,40.700,89.000,15.550,441.995,397.693,"68,29","90,0",264.171,141.889,"24,36",06/06/2021
2021-06-07,07,Castilla y Leon,1.396.695,195.800,365.900,64.250,2.022.645,1.797.248,"75,16","88,9",1.126.013,714.587,"29,88",06/06/2021
2021-06-07,08,Castilla La Mancha,952.245,134.400,311.600,54.875,1.453.120,1.305.906,"63,92","89,9",875.488,466.014,"22,81",06/06/2021
2021-06-07,09,Cataluña,3.438.080,487.700,1.188.700,208.550,5.323.030,4.673.252,"61,04","87,8",3.020.524,1.702.865,"22,24",06/06/2021
2021-06-07,10,C. Valenciana,2.164.690,305.500,772.600,135.600,3.378.390,2.980.160,"59,17","88,2",2.011.956,1.053.837,"20,92",05/06/2021
2021-06-07,11,Extremadura,540.035,73.600,162.500,28.500,804.635,748.960,"70,7","93,1",492.342,282.023,"26,62",06/06/2021
2021-06-07,12,Galicia,1.483.675,200.200,412.900,72.600,2.169.375,2.069.136,"76,67","95,4",1.325.817,800.572,"29,66",06/06/2021
2021-06-07,17,La Rioja,158.015,21.600,48.700,8.500,236.815,216.706,"68,55","91,5",141.316,83.803,"26,51",05/06/2021
2021-06-07,13,Madrid,2.866.425,408.200,1.036.100,181.700,4.492.425,3.996.892,"59,16","89,0",2.678.036,1.481.329,"21,93",06/06/2021
2021-06-07,14,Murcia,618.485,87.100,230.800,40.500,976.885,850.647,"56,37","87,1",559.499,308.141,"20,42",06/06/2021
2021-06-07,15,Navarra,304.935,43.100,101.000,17.750,466.785,451.316,"68,67","96,7",298.676,176.597,"26,87",06/06/2021
2021-06-07,16,País Vasco,1.092.600,150.600,338.200,59.550,1.640.950,1.554.168,"70,98","94,7",1.016.420,611.623,"27,93",06/06/2021
2021-06-07,18,Ceuta,28.890,4.400,13.500,2.250,49.040,46.766,"55,67","95,4",33.532,15.679,"18,67",05/06/2021
2021-06-07,19,Melilla,28.890,4.300,13.500,2.250,48.940,42.469,"50,39","86,8",29.620,14.166,"16,81",04/06/2021
2021-06-07,00,Fuerzas Armadas,30.030,7.700,96.100,1.000,134.830,86.511,"64,91","64,2",72.185,14.517,"10,89",06/06/2021
2021-06-07,00,España,21.490.755,3.021.500,7.344.700,1.272.925,33.129.880,30.007.806,"63,37","90,6",19.786.574,11.002.869,"23,24",
2021-06-08,01,Andalucía,3.771.000,557.000,1.293.200,226.900,5.848.100,5.308.273,"62,58","90,8",3.483.300,1.892.650,"22,31",07/06/2021
2021-06-08,02,Aragón,702.315,101.700,203.200,35.500,1.042.715,932.021,"70,01","89,4",616.148,349.172,"26,23",07/06/2021
2021-06-08,03,Asturias,623.345,86.800,155.800,27.400,893.345,845.276,"83,24","94,6",534.219,331.290,"32,63",07/06/2021
2021-06-08,04,Baleares,480.060,70.000,178.900,31.400,760.360,635.488,"52,3","83,6",442.854,209.959,"17,28",07/06/2021
2021-06-08,05,Canarias,945.330,118.900,332.500,58.300,1.455.030,1.227.362,"54,68","84,4",859.182,426.601,"19,01",07/06/2021
2021-06-08,06,Cantabria,311.955,44.500,89.000,15.550,461.005,402.529,"69,12","87,3",267.702,143.516,"24,64",07/06/2021
2021-06-08,07,Castilla y Leon,1.461.045,211.400,365.900,64.250,2.102.595,1.820.292,"76,12","86,6",1.141.342,724.724,"30,31",07/06/2021
2021-06-08,08,Castilla La Mancha,1.004.895,147.700,311.600,54.875,1.519.070,1.319.692,"64,59","86,9",884.295,473.596,"23,18",07/06/2021
2021-06-08,09,Cataluña,3.635.810,538.200,1.188.700,208.550,5.571.260,4.746.749,"62,0","85,2",3.074.319,1.723.764,"22,52",07/06/2021
2021-06-08,10,C. Valenciana,2.293.390,338.300,772.600,135.600,3.539.890,3.027.516,"60,11","85,5",2.021.513,1.096.969,"21,78",07/06/2021
2021-06-08,11,Extremadura,568.115,80.500,162.500,28.500,839.615,756.792,"71,44","90,1",497.472,286.035,"27,0",07/06/2021
2021-06-08,12,Galicia,1.552.705,217.800,412.900,72.600,2.256.005,2.092.256,"77,53","92,7",1.346.476,823.396,"30,51",07/06/2021
2021-06-08,17,La Rioja,166.205,23.700,48.700,8.500,247.105,220.172,"69,64","89,1",144.233,84.464,"26,72",07/06/2021
2021-06-08,13,Madrid,3.038.415,452.200,1.036.100,181.700,4.708.415,4.056.318,"60,04","86,2",2.705.834,1.513.246,"22,4",07/06/2021
2021-06-08,14,Murcia,657.095,96.900,230.800,40.500,1.025.295,867.164,"57,46","84,6",568.102,323.374,"21,43",07/06/2021
2021-06-08,15,Navarra,322.485,47.400,101.000,17.750,488.635,457.698,"69,64","93,7",303.314,179.435,"27,3",07/06/2021
2021-06-08,16,País Vasco,1.148.760,165.000,338.200,59.550,1.711.510,1.576.466,"72,0","92,1",1.021.127,629.813,"28,77",07/06/2021
2021-06-08,18,Ceuta,33.570,4.400,13.500,2.250,53.720,48.001,"57,14","89,4",34.308,16.198,"19,28",07/06/2021
2021-06-08,19,Melilla,33.570,4.300,13.500,2.250,53.620,43.829,"52,0","81,7",29.578,15.570,"18,47",07/06/2021
2021-06-08,00,Fuerzas Armadas,27.690,12.000,96.100,1.000,136.790,88.702,"66,55","64,8",72.590,16.403,"12,31",07/06/2021
2021-06-08,00,España,22.777.755,3.320.600,7.344.700,1.272.925,34.715.980,30.472.862,"64,35","87,8",20.048.174,11.260.175,"23,78",
2021-06-09,01,Andalucía,3.771.000,557.000,1.293.200,226.900,5.848.100,5.428.656,"64,0","92,8",3.549.846,1.949.606,"22,98",08/06/2021
2021-06-09,02,Aragón,702.315,101.700,203.200,35.500,1.042.715,944.699,"70,96","90,6",623.426,354.647,"26,64",08/06/2021
2021-06-09,03,Asturias,623.345,86.800,155.800,27.400,893.345,859.689,"84,66","96,2",545.187,335.659,"33,06",08/06/2021
2021-06-09,04,Baleares,480.060,70.000,178.900,31.400,760.360,647.150,"53,26","85,1",450.073,215.815,"17,76",08/06/2021
2021-06-09,05,Canarias,945.330,118.900,332.500,58.300,1.455.030,1.255.776,"55,95","86,3",871.501,443.970,"19,78",08/06/2021
2021-06-09,06,Cantabria,311.955,44.500,89.000,15.550,461.005,409.703,"70,35","88,9",270.784,148.182,"25,45",08/06/2021
2021-06-09,07,Castilla y Leon,1.461.045,211.400,365.900,64.250,2.102.595,1.853.425,"77,51","88,1",1.163.690,739.120,"30,91",08/06/2021
2021-06-09,08,Castilla La Mancha,1.004.895,147.700,311.600,54.875,1.519.070,1.340.668,"65,62","88,3",895.647,486.220,"23,8",08/06/2021
2021-06-09,09,Cataluña,3.635.810,538.200,1.188.700,208.550,5.571.260,4.834.096,"63,15","86,8",3.116.755,1.771.231,"23,14",08/06/2021
2021-06-09,10,C. Valenciana,2.293.390,338.300,772.600,135.600,3.539.890,3.097.164,"61,5","87,5",2.052.724,1.141.901,"22,67",08/06/2021
2021-06-09,11,Extremadura,568.115,80.500,162.500,28.500,839.615,773.163,"72,99","92,1",505.415,294.667,"27,82",08/06/2021
2021-06-09,12,Galicia,1.552.705,217.800,412.900,72.600,2.256.005,2.127.589,"78,84","94,3",1.348.680,858.164,"31,8",08/06/2021
2021-06-09,17,La Rioja,166.205,23.700,48.700,8.500,247.105,220.171,"69,64","89,1",144.233,84.463,"26,72",07/06/2021
2021-06-09,13,Madrid,3.038.415,452.200,1.036.100,181.700,4.708.415,4.110.905,"60,85","87,3",2.728.135,1.545.795,"22,88",08/06/2021
2021-06-09,14,Murcia,657.095,96.900,230.800,40.500,1.025.295,850.648,"56,37","83,0",559.498,308.143,"20,42",07/06/2021
2021-06-09,15,Navarra,322.485,47.400,101.000,17.750,488.635,464.658,"70,7","95,1",307.134,182.568,"27,78",08/06/2021
2021-06-09,16,País Vasco,1.148.760,165.000,338.200,59.550,1.711.510,1.599.873,"73,07","93,5",1.035.178,639.709,"29,22",08/06/2021
2021-06-09,18,Ceuta,33.570,4.400,13.500,2.250,53.720,49.292,"58,68","91,8",34.627,17.398,"20,71",08/06/2021
2021-06-09,19,Melilla,33.570,4.300,13.500,2.250,53.620,44.744,"53,09","83,4",29.670,16.395,"19,45",08/06/2021
2021-06-09,00,Fuerzas Armadas,27.690,12.000,96.100,1.000,136.790,91.683,"68,79","67,0",73.277,18.740,"14,06",08/06/2021
2021-06-09,00,España,22.777.755,3.320.600,7.344.700,1.272.925,34.715.980,31.004.060,"65,48","89,3",20.305.788,11.552.393,"24,4",
2021-06-10,01,Andalucía,3.771.000,557.000,1.293.200,226.900,5.848.100,5.563.560,"65,59","95,1",3.622.123,2.015.602,"23,76",09/06/2021
2021-06-10,02,Aragón,702.315,101.700,203.200,35.500,1.042.715,962.303,"72,28","92,3",629.460,366.367,"27,52",09/06/2021
