Fecha,cod_ccaa,CCAA,Fallecidos
2020-11-30,00,No consta,1
2020-11-30,01,Andalucía,43
2020-11-30,02,Aragón,12
2020-11-30,03,Asturias,17
2020-11-30,04,Baleares,0
2020-11-30,05,Canarias,0
2020-11-30,06,Cantabria,5
2020-11-30,07,Castilla y León,23
2020-11-30,08,Castilla La Mancha,15
2020-11-30,09,Cataluña,47
2020-11-30,10,C. Valenciana,16
2020-11-30,11,Extremadura,9
2020-11-30,12,Galicia,8
2020-11-30,13,Madrid,18
2020-11-30,14,Murcia,3
2020-11-30,15,Navarra,4
2020-11-30,16,País Vasco,9
2020-11-30,17,La Rioja,2
2020-11-30,18,Ceuta,0
2020-11-30,19,Melilla,0
2020-12-01,00,No consta,1
2020-12-01,01,Andalucía,46
2020-12-01,02,Aragón,11
2020-12-01,03,Asturias,15
2020-12-01,04,Baleares,0
2020-12-01,05,Canarias,1
2020-12-01,06,Cantabria,3
2020-12-01,07,Castilla y León,20
2020-12-01,08,Castilla La Mancha,8
2020-12-01,09,Cataluña,46
2020-12-01,10,C. Valenciana,21
2020-12-01,11,Extremadura,5
2020-12-01,12,Galicia,7
2020-12-01,13,Madrid,12
2020-12-01,14,Murcia,7
2020-12-01,15,Navarra,2
2020-12-01,16,País Vasco,21
2020-12-01,17,La Rioja,3
2020-12-01,18,Ceuta,1
2020-12-01,19,Melilla,1
2020-12-02,00,No consta,1
2020-12-02,01,Andalucía,41
2020-12-02,02,Aragón,5
2020-12-02,03,Asturias,20
2020-12-02,04,Baleares,6
2020-12-02,05,Canarias,0
2020-12-02,06,Cantabria,1
2020-12-02,07,Castilla y León,26
2020-12-02,08,Castilla La Mancha,8
2020-12-02,09,Cataluña,34
2020-12-02,10,C. Valenciana,25
2020-12-02,11,Extremadura,8
2020-12-02,12,Galicia,6
2020-12-02,13,Madrid,13
2020-12-02,14,Murcia,3
2020-12-02,15,Navarra,6
2020-12-02,16,País Vasco,13
2020-12-02,17,La Rioja,4
2020-12-02,18,Ceuta,0
2020-12-02,19,Melilla,1
2020-12-03,00,No consta,1
2020-12-03,01,Andalucía,42
2020-12-03,02,Aragón,4
2020-12-03,03,Asturias,20
2020-12-03,04,Baleares,1
2020-12-03,05,Canarias,1
2020-12-03,06,Cantabria,3
2020-12-03,07,Castilla y León,25
2020-12-03,08,Castilla La Mancha,10
2020-12-03,09,Cataluña,58
2020-12-03,10,C. Valenciana,16
2020-12-03,11,Extremadura,6
2020-12-03,12,Galicia,12
2020-12-03,13,Madrid,13
2020-12-03,14,Murcia,3
2020-12-03,15,Navarra,3
2020-12-03,16,País Vasco,17
2020-12-03,17,La Rioja,1
2020-12-03,18,Ceuta,0
2020-12-03,19,Melilla,0
2020-12-04,00,No consta,4
2020-12-04,01,Andalucía,31
2020-12-04,02,Aragón,21
2020-12-04,03,Asturias,19
2020-12-04,04,Baleares,1
2020-12-04,05,Canarias,1
2020-12-04,06,Cantabria,2
2020-12-04,07,Castilla y León,34
2020-12-04,08,Castilla La Mancha,12
2020-12-04,09,Cataluña,35
2020-12-04,10,C. Valenciana,21
2020-12-04,11,Extremadura,7
2020-12-04,12,Galicia,6
2020-12-04,13,Madrid,11
2020-12-04,14,Murcia,5
2020-12-04,15,Navarra,4
2020-12-04,16,País Vasco,16
2020-12-04,17,La Rioja,3
2020-12-04,18,Ceuta,0
2020-12-04,19,Melilla,0
2020-12-05,00,No consta,0
2020-12-05,01,Andalucía,34
2020-12-05,02,Aragón,12
2020-12-05,03,Asturias,16
2020-12-05,04,Baleares,1
2020-12-05,05,Canarias,1
2020-12-05,06,Cantabria,5
2020-12-05,07,Castilla y León,23
2020-12-05,08,Castilla La Mancha,5
2020-12-05,09,Cataluña,30
2020-12-05,10,C. Valenciana,10
2020-12-05,11,Extremadura,1
2020-12-05,12,Galicia,10
2020-12-05,13,Madrid,21
2020-12-05,14,Murcia,7
2020-12-05,15,Navarra,2
2020-12-05,16,País Vasco,16
2020-12-05,17,La Rioja,3
2020-12-05,18,Ceuta,0
2020-12-05,19,Melilla,0
2020-12-06,00,No consta,1
2020-12-06,01,Andalucía,32
2020-12-06,02,Aragón,9
2020-12-06,03,Asturias,7
2020-12-06,04,Baleares,1
2020-12-06,05,Canarias,1
2020-12-06,06,Cantabria,4
2020-12-06,07,Castilla y León,22
2020-12-06,08,Castilla La Mancha,12
2020-12-06,09,Cataluña,30
2020-12-06,10,C. Valenciana,10
2020-12-06,11,Extremadura,4
2020-12-06,12,Galicia,5
2020-12-06,13,Madrid,8
2020-12-06,14,Murcia,4
2020-12-06,15,Navarra,6
2020-12-06,16,País Vasco,14
2020-12-06,17,La Rioja,3
2020-12-06,18,Ceuta,0
2020-12-06,19,Melilla,0
2020-12-07,00,No consta,0
2020-12-07,01,Andalucía,28
2020-12-07,02,Aragón,10
2020-12-07,03,Asturias,17
2020-12-07,04,Baleares,2
2020-12-07,05,Canarias,3
2020-12-07,06,Cantabria,4
2020-12-07,07,Castilla y León,18
2020-12-07,08,Castilla La Mancha,20
2020-12-07,09,Cataluña,31
2020-12-07,10,C. Valenciana,12
2020-12-07,11,Extremadura,2
2020-12-07,12,Galicia,8
2020-12-07,13,Madrid,20
2020-12-07,14,Murcia,6
2020-12-07,15,Navarra,1
2020-12-07,16,País Vasco,20
2020-12-07,17,La Rioja,1
2020-12-07,18,Ceuta,0
2020-12-07,19,Melilla,0
2020-12-08,00,No consta,0
2020-12-08,01,Andalucía,26
2020-12-08,02,Aragón,7
2020-12-08,03,Asturias,12
2020-12-08,04,Baleares,0
2020-12-08,05,Canarias,1
2020-12-08,06,Cantabria,3
2020-12-08,07,Castilla y León,22
2020-12-08,08,Castilla La Mancha,8
2020-12-08,09,Cataluña,31
2020-12-08,10,C. Valenciana,20
2020-12-08,11,Extremadura,3
2020-12-08,12,Galicia,9
2020-12-08,13,Madrid,4
2020-12-08,14,Murcia,5
2020-12-08,15,Navarra,0
2020-12-08,16,País Vasco,14
2020-12-08,17,La Rioja,1
2020-12-08,18,Ceuta,0
2020-12-08,19,Melilla,0
2020-12-09,00,No consta,0
2020-12-09,01,Andalucía,28
2020-12-09,02,Aragón,21
2020-12-09,03,Asturias,18
2020-12-09,04,Baleares,3
2020-12-09,05,Canarias,0
2020-12-09,06,Cantabria,4
2020-12-09,07,Castilla y León,21
2020-12-09,08,Castilla La Mancha,9
2020-12-09,09,Cataluña,42
2020-12-09,10,C. Valenciana,28
2020-12-09,11,Extremadura,4
2020-12-09,12,Galicia,6
2020-12-09,13,Madrid,17
2020-12-09,14,Murcia,6
2020-12-09,15,Navarra,4
2020-12-09,16,País Vasco,15
2020-12-09,17,La Rioja,1
2020-12-09,18,Ceuta,0
2020-12-09,19,Melilla,0
2020-12-10,00,No consta,0
2020-12-10,01,Andalucía,15
2020-12-10,02,Aragón,10
2020-12-10,03,Asturias,15
2020-12-10,04,Baleares,4
2020-12-10,05,Canarias,5
2020-12-10,06,Cantabria,1
2020-12-10,07,Castilla y León,16
2020-12-10,08,Castilla La Mancha,9
2020-12-10,09,Cataluña,50
2020-12-10,10,C. Valenciana,17
2020-12-10,11,Extremadura,4
2020-12-10,12,Galicia,7
2020-12-10,13,Madrid,12
2020-12-10,14,Murcia,5
2020-12-10,15,Navarra,2
2020-12-10,16,País Vasco,16
2020-12-10,17,La Rioja,0
2020-12-10,18,Ceuta,0
2020-12-10,19,Melilla,0
2020-12-11,00,No consta,1
2020-12-11,01,Andalucía,31
2020-12-11,02,Aragón,11
2020-12-11,03,Asturias,16
2020-12-11,04,Baleares,2
2020-12-11,05,Canarias,3
2020-12-11,06,Cantabria,3
2020-12-11,07,Castilla y León,17
2020-12-11,08,Castilla La Mancha,25
2020-12-11,09,Cataluña,29
2020-12-11,10,C. Valenciana,25
2020-12-11,11,Extremadura,3
2020-12-11,12,Galicia,7
2020-12-11,13,Madrid,17
2020-12-11,14,Murcia,6
2020-12-11,15,Navarra,3
2020-12-11,16,País Vasco,12
2020-12-11,17,La Rioja,0
2020-12-11,18,Ceuta,0
2020-12-11,19,Melilla,0
2020-12-12,00,No consta,0
2020-12-12,01,Andalucía,29
2020-12-12,02,Aragón,8
2020-12-12,03,Asturias,10
2020-12-12,04,Baleares,0
2020-12-12,05,Canarias,1
2020-12-12,06,Cantabria,2
2020-12-12,07,Castilla y León,17
2020-12-12,08,Castilla La Mancha,14
2020-12-12,09,Cataluña,33
2020-12-12,10,C. Valenciana,18
2020-12-12,11,Extremadura,3
2020-12-12,12,Galicia,5
2020-12-12,13,Madrid,17
2020-12-12,14,Murcia,4
2020-12-12,15,Navarra,3
2020-12-12,16,País Vasco,18
2020-12-12,17,La Rioja,2
2020-12-12,18,Ceuta,0
2020-12-12,19,Melilla,0
2020-12-13,00,No consta,0
2020-12-13,01,Andalucía,21
2020-12-13,02,Aragón,13
2020-12-13,03,Asturias,5
2020-12-13,04,Baleares,1
2020-12-13,05,Canarias,3
2020-12-13,06,Cantabria,2
2020-12-13,07,Castilla y León,17
2020-12-13,08,Castilla La Mancha,9
2020-12-13,09,Cataluña,29
2020-12-13,10,C. Valenciana,23
2020-12-13,11,Extremadura,3
2020-12-13,12,Galicia,7
2020-12-13,13,Madrid,5
2020-12-13,14,Murcia,0
2020-12-13,15,Navarra,4
2020-12-13,16,País Vasco,17
2020-12-13,17,La Rioja,1
2020-12-13,18,Ceuta,0
2020-12-13,19,Melilla,0
2020-12-14,00,No consta,0
2020-12-14,01,Andalucía,28
2020-12-14,02,Aragón,8
2020-12-14,03,Asturias,13
2020-12-14,04,Baleares,2
2020-12-14,05,Canarias,1
2020-12-14,06,Cantabria,6
2020-12-14,07,Castilla y León,20
2020-12-14,08,Castilla La Mancha,9
2020-12-14,09,Cataluña,19
2020-12-14,10,C. Valenciana,16
2020-12-14,11,Extremadura,1
2020-12-14,12,Galicia,3
2020-12-14,13,Madrid,10
2020-12-14,14,Murcia,5
2020-12-14,15,Navarra,3
2020-12-14,16,País Vasco,20
2020-12-14,17,La Rioja,0
2020-12-14,18,Ceuta,0
2020-12-14,19,Melilla,0
2020-12-15,00,No consta,1
2020-12-15,01,Andalucía,21
2020-12-15,02,Aragón,8
2020-12-15,03,Asturias,8
2020-12-15,04,Baleares,8
2020-12-15,05,Canarias,5
2020-12-15,06,Cantabria,4
2020-12-15,07,Castilla y León,20
2020-12-15,08,Castilla La Mancha,17
2020-12-15,09,Cataluña,33
2020-12-15,10,C. Valenciana,25
2020-12-15,11,Extremadura,2
2020-12-15,12,Galicia,5
2020-12-15,13,Madrid,19
2020-12-15,14,Murcia,3
2020-12-15,15,Navarra,1
2020-12-15,16,País Vasco,8
2020-12-15,17,La Rioja,0
2020-12-15,18,Ceuta,0
2020-12-15,19,Melilla,0
2020-12-16,00,No consta,0
2020-12-16,01,Andalucía,22
2020-12-16,02,Aragón,6
2020-12-16,03,Asturias,10
2020-12-16,04,Baleares,5
2020-12-16,05,Canarias,4
2020-12-16,06,Cantabria,4
2020-12-16,07,Castilla y León,17
2020-12-16,08,Castilla La Mancha,11
2020-12-16,09,Cataluña,23
2020-12-16,10,C. Valenciana,17
2020-12-16,11,Extremadura,3
2020-12-16,12,Galicia,4
2020-12-16,13,Madrid,5
2020-12-16,14,Murcia,4
2020-12-16,15,Navarra,0
2020-12-16,16,País Vasco,15
2020-12-16,17,La Rioja,0
2020-12-16,18,Ceuta,0
2020-12-16,19,Melilla,0
2020-12-17,00,No consta,0
2020-12-17,01,Andalucía,26
2020-12-17,02,Aragón,13
2020-12-17,03,Asturias,12
2020-12-17,04,Baleares,4
2020-12-17,05,Canarias,4
2020-12-17,06,Cantabria,3
2020-12-17,07,Castilla y León,13
2020-12-17,08,Castilla La Mancha,12
2020-12-17,09,Cataluña,24
2020-12-17,10,C. Valenciana,16
2020-12-17,11,Extremadura,1
2020-12-17,12,Galicia,4
2020-12-17,13,Madrid,24
2020-12-17,14,Murcia,2
2020-12-17,15,Navarra,3
2020-12-17,16,País Vasco,14
2020-12-17,17,La Rioja,2
2020-12-17,18,Ceuta,0
2020-12-17,19,Melilla,0
2020-12-18,00,No consta,0
2020-12-18,01,Andalucía,26
2020-12-18,02,Aragón,9
2020-12-18,03,Asturias,8
2020-12-18,04,Baleares,3
2020-12-18,05,Canarias,5
2020-12-18,06,Cantabria,2
2020-12-18,07,Castilla y León,15
2020-12-18,08,Castilla La Mancha,11
2020-12-18,09,Cataluña,32
2020-12-18,10,C. Valenciana,18
2020-12-18,11,Extremadura,3
2020-12-18,12,Galicia,2
2020-12-18,13,Madrid,12
2020-12-18,14,Murcia,8
2020-12-18,15,Navarra,7
2020-12-18,16,País Vasco,15
2020-12-18,17,La Rioja,0
2020-12-18,18,Ceuta,0
2020-12-18,19,Melilla,0
2020-12-19,00,No consta,1
2020-12-19,01,Andalucía,11
2020-12-19,02,Aragón,4
2020-12-19,03,Asturias,4
2020-12-19,04,Baleares,4
2020-12-19,05,Canarias,3
2020-12-19,06,Cantabria,3
2020-12-19,07,Castilla y León,9
2020-12-19,08,Castilla La Mancha,6
2020-12-19,09,Cataluña,31
2020-12-19,10,C. Valenciana,20
2020-12-19,11,Extremadura,2
2020-12-19,12,Galicia,2
2020-12-19,13,Madrid,15
2020-12-19,14,Murcia,2
2020-12-19,15,Navarra,6
2020-12-19,16,País Vasco,15
2020-12-19,17,La Rioja,1
2020-12-19,18,Ceuta,1
2020-12-19,19,Melilla,0
2020-12-20,00,No consta,0
2020-12-20,01,Andalucía,18
2020-12-20,02,Aragón,2
2020-12-20,03,Asturias,9
2020-12-20,04,Baleares,3
2020-12-20,05,Canarias,6
2020-12-20,06,Cantabria,2
2020-12-20,07,Castilla y León,10
2020-12-20,08,Castilla La Mancha,8
2020-12-20,09,Cataluña,34
2020-12-20,10,C. Valenciana,22
2020-12-20,11,Extremadura,3
2020-12-20,12,Galicia,6
2020-12-20,13,Madrid,13
2020-12-20,14,Murcia,4
2020-12-20,15,Navarra,1
2020-12-20,16,País Vasco,13
2020-12-20,17,La Rioja,1
2020-12-20,18,Ceuta,0
2020-12-20,19,Melilla,0
2020-12-21,00,No consta,0
2020-12-21,01,Andalucía,25
2020-12-21,02,Aragón,12
2020-12-21,03,Asturias,4
2020-12-21,04,Baleares,4
2020-12-21,05,Canarias,4
2020-12-21,06,Cantabria,1
2020-12-21,07,Castilla y León,12
2020-12-21,08,Castilla La Mancha,7
2020-12-21,09,Cataluña,25
2020-12-21,10,C. Valenciana,15
2020-12-21,11,Extremadura,2
2020-12-21,12,Galicia,3
2020-12-21,13,Madrid,14
2020-12-21,14,Murcia,4
2020-12-21,15,Navarra,0
2020-12-21,16,País Vasco,14
2020-12-21,17,La Rioja,1
2020-12-21,18,Ceuta,0
2020-12-21,19,Melilla,0
2020-12-22,00,No consta,1
2020-12-22,01,Andalucía,24
2020-12-22,02,Aragón,11
2020-12-22,03,Asturias,8
2020-12-22,04,Baleares,3
2020-12-22,05,Canarias,4
2020-12-22,06,Cantabria,2
2020-12-22,07,Castilla y León,9
2020-12-22,08,Castilla La Mancha,10
2020-12-22,09,Cataluña,40
2020-12-22,10,C. Valenciana,24
2020-12-22,11,Extremadura,4
2020-12-22,12,Galicia,2
2020-12-22,13,Madrid,15
2020-12-22,14,Murcia,2
2020-12-22,15,Navarra,2
2020-12-22,16,País Vasco,20
2020-12-22,17,La Rioja,2
2020-12-22,18,Ceuta,1
2020-12-22,19,Melilla,0
2020-12-23,00,No consta,0
2020-12-23,01,Andalucía,27
2020-12-23,02,Aragón,10
2020-12-23,03,Asturias,5
2020-12-23,04,Baleares,3
2020-12-23,05,Canarias,2
2020-12-23,06,Cantabria,1
2020-12-23,07,Castilla y León,8
2020-12-23,08,Castilla La Mancha,8
2020-12-23,09,Cataluña,43
2020-12-23,10,C. Valenciana,32
2020-12-23,11,Extremadura,4
2020-12-23,12,Galicia,4
2020-12-23,13,Madrid,24
2020-12-23,14,Murcia,2
2020-12-23,15,Navarra,3
2020-12-23,16,País Vasco,13
2020-12-23,17,La Rioja,1
2020-12-23,18,Ceuta,0
2020-12-23,19,Melilla,0
2020-12-24,00,No consta,3
2020-12-24,01,Andalucía,14
2020-12-24,02,Aragón,3
2020-12-24,03,Asturias,6
2020-12-24,04,Baleares,4
2020-12-24,05,Canarias,3
2020-12-24,06,Cantabria,2
2020-12-24,07,Castilla y León,16
2020-12-24,08,Castilla La Mancha,10
2020-12-24,09,Cataluña,29
2020-12-24,10,C. Valenciana,33
2020-12-24,11,Extremadura,6
2020-12-24,12,Galicia,7
2020-12-24,13,Madrid,7
2020-12-24,14,Murcia,2
2020-12-24,15,Navarra,1
2020-12-24,16,País Vasco,11
2020-12-24,17,La Rioja,1
2020-12-24,18,Ceuta,0
2020-12-24,19,Melilla,0
2020-12-25,00,No consta,0
2020-12-25,01,Andalucía,17
2020-12-25,02,Aragón,3
2020-12-25,03,Asturias,7
2020-12-25,04,Baleares,2
2020-12-25,05,Canarias,2
2020-12-25,06,Cantabria,1
2020-12-25,07,Castilla y León,17
2020-12-25,08,Castilla La Mancha,6
2020-12-25,09,Cataluña,28
2020-12-25,10,C. Valenciana,23
2020-12-25,11,Extremadura,0
2020-12-25,12,Galicia,5
2020-12-25,13,Madrid,13
2020-12-25,14,Murcia,6
2020-12-25,15,Navarra,3
2020-12-25,16,País Vasco,10
2020-12-25,17,La Rioja,1
2020-12-25,18,Ceuta,0
2020-12-25,19,Melilla,0
2020-12-26,00,No consta,0
2020-12-26,01,Andalucía,25
2020-12-26,02,Aragón,7
2020-12-26,03,Asturias,6
2020-12-26,04,Baleares,7
2020-12-26,05,Canarias,2
2020-12-26,06,Cantabria,1
2020-12-26,07,Castilla y León,13
2020-12-26,08,Castilla La Mancha,9
2020-12-26,09,Cataluña,36
2020-12-26,10,C. Valenciana,29
2020-12-26,11,Extremadura,4
2020-12-26,12,Galicia,7
2020-12-26,13,Madrid,16
2020-12-26,14,Murcia,5
2020-12-26,15,Navarra,0
2020-12-26,16,País Vasco,7
2020-12-26,17,La Rioja,2
2020-12-26,18,Ceuta,0
2020-12-26,19,Melilla,0
2020-12-27,00,No consta,1
2020-12-27,01,Andalucía,14
2020-12-27,02,Aragón,7
2020-12-27,03,Asturias,3
2020-12-27,04,Baleares,4
2020-12-27,05,Canarias,2
2020-12-27,06,Cantabria,1
2020-12-27,07,Castilla y León,15
2020-12-27,08,Castilla La Mancha,11
2020-12-27,09,Cataluña,32
2020-12-27,10,C. Valenciana,27
2020-12-27,11,Extremadura,5
2020-12-27,12,Galicia,3
2020-12-27,13,Madrid,21
2020-12-27,14,Murcia,2
2020-12-27,15,Navarra,1
2020-12-27,16,País Vasco,13
2020-12-27,17,La Rioja,1
2020-12-27,18,Ceuta,1
2020-12-27,19,Melilla,0
2020-12-28,00,No consta,1
2020-12-28,01,Andalucía,13
2020-12-28,02,Aragón,8
2020-12-28,03,Asturias,6
2020-12-28,04,Baleares,5
2020-12-28,05,Canarias,4
2020-12-28,06,Cantabria,2
2020-12-28,07,Castilla y León,7
2020-12-28,08,Castilla La Mancha,12
2020-12-28,09,Cataluña,40
2020-12-28,10,C. Valenciana,45
2020-12-28,11,Extremadura,6
2020-12-28,12,Galicia,8
2020-12-28,13,Madrid,20
2020-12-28,14,Murcia,2
2020-12-28,15,Navarra,2
2020-12-28,16,País Vasco,14
2020-12-28,17,La Rioja,1
2020-12-28,18,Ceuta,0
2020-12-28,19,Melilla,0
2020-12-29,00,No consta,1
2020-12-29,01,Andalucía,10
2020-12-29,02,Aragón,13
2020-12-29,03,Asturias,3
2020-12-29,04,Baleares,1
2020-12-29,05,Canarias,3
2020-12-29,06,Cantabria,1
2020-12-29,07,Castilla y León,7
2020-12-29,08,Castilla La Mancha,14
2020-12-29,09,Cataluña,40
2020-12-29,10,C. Valenciana,25
2020-12-29,11,Extremadura,1
2020-12-29,12,Galicia,4
2020-12-29,13,Madrid,17
2020-12-29,14,Murcia,4
2020-12-29,15,Navarra,2
2020-12-29,16,País Vasco,18
2020-12-29,17,La Rioja,0
2020-12-29,18,Ceuta,1
2020-12-29,19,Melilla,0
2020-12-30,00,No consta,0
2020-12-30,01,Andalucía,18
2020-12-30,02,Aragón,8
2020-12-30,03,Asturias,5
2020-12-30,04,Baleares,3
2020-12-30,05,Canarias,5
2020-12-30,06,Cantabria,5
2020-12-30,07,Castilla y León,13
2020-12-30,08,Castilla La Mancha,9
2020-12-30,09,Cataluña,42
2020-12-30,10,C. Valenciana,34
2020-12-30,11,Extremadura,5
2020-12-30,12,Galicia,7
2020-12-30,13,Madrid,19
2020-12-30,14,Murcia,8
2020-12-30,15,Navarra,2
2020-12-30,16,País Vasco,11
2020-12-30,17,La Rioja,0
2020-12-30,18,Ceuta,0
2020-12-30,19,Melilla,2
2020-12-31,00,No consta,0
2020-12-31,01,Andalucía,22
2020-12-31,02,Aragón,7
2020-12-31,03,Asturias,5
2020-12-31,04,Baleares,5
2020-12-31,05,Canarias,5
2020-12-31,06,Cantabria,2
2020-12-31,07,Castilla y León,2
2020-12-31,08,Castilla La Mancha,14
2020-12-31,09,Cataluña,41
2020-12-31,10,C. Valenciana,47
2020-12-31,11,Extremadura,5
2020-12-31,12,Galicia,6
2020-12-31,13,Madrid,12
2020-12-31,14,Murcia,5
2020-12-31,15,Navarra,5
2020-12-31,16,País Vasco,8
2020-12-31,17,La Rioja,0
2020-12-31,18,Ceuta,0
2020-12-31,19,Melilla,0
2021-01-01,00,No consta,0
2021-01-01,01,Andalucía,13
2021-01-01,02,Aragón,2
2021-01-01,03,Asturias,6
2021-01-01,04,Baleares,3
2021-01-01,05,Canarias,2
2021-01-01,06,Cantabria,5
2021-01-01,07,Castilla y León,11
2021-01-01,08,Castilla La Mancha,14
2021-01-01,09,Cataluña,41
2021-01-01,10,C. Valenciana,43
2021-01-01,11,Extremadura,4
2021-01-01,12,Galicia,3
2021-01-01,13,Madrid,13
2021-01-01,14,Murcia,1
2021-01-01,15,Navarra,1
2021-01-01,16,País Vasco,10
2021-01-01,17,La Rioja,0
2021-01-01,18,Ceuta,0
2021-01-01,19,Melilla,0
2021-01-02,00,No consta,1
2021-01-02,01,Andalucía,19
2021-01-02,02,Aragón,4
2021-01-02,03,Asturias,4
2021-01-02,04,Baleares,3
2021-01-02,05,Canarias,4
2021-01-02,06,Cantabria,2
2021-01-02,07,Castilla y León,8
2021-01-02,08,Castilla La Mancha,10
2021-01-02,09,Cataluña,53
2021-01-02,10,C. Valenciana,36
2021-01-02,11,Extremadura,4
2021-01-02,12,Galicia,5
2021-01-02,13,Madrid,16
2021-01-02,14,Murcia,7
2021-01-02,15,Navarra,3
2021-01-02,16,País Vasco,9
2021-01-02,17,La Rioja,1
2021-01-02,18,Ceuta,0
2021-01-02,19,Melilla,0
2021-01-03,00,No consta,1
2021-01-03,01,Andalucía,24
2021-01-03,02,Aragón,5
2021-01-03,03,Asturias,4
2021-01-03,04,Baleares,6
2021-01-03,05,Canarias,3
2021-01-03,06,Cantabria,0
2021-01-03,07,Castilla y León,5
2021-01-03,08,Castilla La Mancha,6
2021-01-03,09,Cataluña,48
2021-01-03,10,C. Valenciana,38
2021-01-03,11,Extremadura,7
2021-01-03,12,Galicia,6
2021-01-03,13,Madrid,11
2021-01-03,14,Murcia,1
2021-01-03,15,Navarra,0
2021-01-03,16,País Vasco,13
2021-01-03,17,La Rioja,1
2021-01-03,18,Ceuta,0
2021-01-03,19,Melilla,0
2021-01-04,00,No consta,1
2021-01-04,01,Andalucía,18
2021-01-04,02,Aragón,4
2021-01-04,03,Asturias,3
2021-01-04,04,Baleares,1
2021-01-04,05,Canarias,3
2021-01-04,06,Cantabria,2
2021-01-04,07,Castilla y León,8
2021-01-04,08,Castilla La Mancha,9
2021-01-04,09,Cataluña,36
2021-01-04,10,C. Valenciana,50
2021-01-04,11,Extremadura,5
2021-01-04,12,Galicia,5
2021-01-04,13,Madrid,24
2021-01-04,14,Murcia,0
2021-01-04,15,Navarra,1
2021-01-04,16,País Vasco,18
2021-01-04,17,La Rioja,1
2021-01-04,18,Ceuta,0
2021-01-04,19,Melilla,0
2021-01-05,00,No consta,0
2021-01-05,01,Andalucía,23
2021-01-05,02,Aragón,8
2021-01-05,03,Asturias,2
2021-01-05,04,Baleares,5
2021-01-05,05,Canarias,1
2021-01-05,06,Cantabria,0
2021-01-05,07,Castilla y León,9
2021-01-05,08,Castilla La Mancha,16
2021-01-05,09,Cataluña,48
2021-01-05,10,C. Valenciana,47
2021-01-05,11,Extremadura,15
2021-01-05,12,Galicia,8
2021-01-05,13,Madrid,39
2021-01-05,14,Murcia,4
2021-01-05,15,Navarra,1
2021-01-05,16,País Vasco,13
2021-01-05,17,La Rioja,1
2021-01-05,18,Ceuta,0
2021-01-05,19,Melilla,0
2021-01-06,00,No consta,1
2021-01-06,01,Andalucía,31
2021-01-06,02,Aragón,9
2021-01-06,03,Asturias,7
2021-01-06,04,Baleares,3
2021-01-06,05,Canarias,3
2021-01-06,06,Cantabria,1
2021-01-06,07,Castilla y León,8
2021-01-06,08,Castilla La Mancha,5
2021-01-06,09,Cataluña,30
2021-01-06,10,C. Valenciana,42
2021-01-06,11,Extremadura,9
2021-01-06,12,Galicia,4
2021-01-06,13,Madrid,17
2021-01-06,14,Murcia,6
2021-01-06,15,Navarra,2
2021-01-06,16,País Vasco,8
2021-01-06,17,La Rioja,0
2021-01-06,18,Ceuta,0
2021-01-06,19,Melilla,0
2021-01-07,00,No consta,1
2021-01-07,01,Andalucía,21
2021-01-07,02,Aragón,4
2021-01-07,03,Asturias,2
2021-01-07,04,Baleares,4
2021-01-07,05,Canarias,3
2021-01-07,06,Cantabria,0
2021-01-07,07,Castilla y León,18
2021-01-07,08,Castilla La Mancha,12
2021-01-07,09,Cataluña,50
2021-01-07,10,C. Valenciana,61
2021-01-07,11,Extremadura,6
2021-01-07,12,Galicia,3
2021-01-07,13,Madrid,24
2021-01-07,14,Murcia,7
2021-01-07,15,Navarra,0
2021-01-07,16,País Vasco,13
2021-01-07,17,La Rioja,2
2021-01-07,18,Ceuta,1
2021-01-07,19,Melilla,0
2021-01-08,00,No consta,0
2021-01-08,01,Andalucía,37
2021-01-08,02,Aragón,13
2021-01-08,03,Asturias,3
2021-01-08,04,Baleares,5
2021-01-08,05,Canarias,2
2021-01-08,06,Cantabria,0
2021-01-08,07,Castilla y León,12
2021-01-08,08,Castilla La Mancha,14
2021-01-08,09,Cataluña,46
2021-01-08,10,C. Valenciana,53
2021-01-08,11,Extremadura,8
2021-01-08,12,Galicia,7
2021-01-08,13,Madrid,27
2021-01-08,14,Murcia,3
2021-01-08,15,Navarra,1
2021-01-08,16,País Vasco,15
2021-01-08,17,La Rioja,0
2021-01-08,18,Ceuta,0
2021-01-08,19,Melilla,0
2021-01-09,00,No consta,1
2021-01-09,01,Andalucía,22
2021-01-09,02,Aragón,8
2021-01-09,03,Asturias,6
2021-01-09,04,Baleares,2
2021-01-09,05,Canarias,2
2021-01-09,06,Cantabria,2
2021-01-09,07,Castilla y León,14
2021-01-09,08,Castilla La Mancha,19
2021-01-09,09,Cataluña,51
2021-01-09,10,C. Valenciana,50
2021-01-09,11,Extremadura,11
2021-01-09,12,Galicia,9
2021-01-09,13,Madrid,16
2021-01-09,14,Murcia,4
2021-01-09,15,Navarra,1
2021-01-09,16,País Vasco,9
2021-01-09,17,La Rioja,0
2021-01-09,18,Ceuta,0
2021-01-09,19,Melilla,0
2021-01-10,00,No consta,0
2021-01-10,01,Andalucía,35
2021-01-10,02,Aragón,6
2021-01-10,03,Asturias,2
2021-01-10,04,Baleares,4
2021-01-10,05,Canarias,1
2021-01-10,06,Cantabria,1
2021-01-10,07,Castilla y León,6
2021-01-10,08,Castilla La Mancha,7
2021-01-10,09,Cataluña,60
2021-01-10,10,C. Valenciana,50
