NOMBRE,REFERENCIA,DIRECCION,PROVINCIA,CIUDAD,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO
NEUMATICOS CARO MARTINEZ S.L.,621,"AVENIDA DE ALCALA 16, NAVE 1",Guadalajara,Azuqueca de Henares,"40,5566865","-3,2797093",Taller de Vehículo Industrial abierto para casos de urgencia ,09.00 A 14:00 POR LAS TARDES ATENCION BAJO PETICION,679400932949261334
"SCANARABA, S.L.",622,"MENDIGORRITXU, Nº 51 - P.I. JÚNDIZ",Araba_Álava,Vitoria-gasteiz,"42,8440016","-2,7494134",Taller de Vehículo Industrial abierto para casos de urgencia ,LUNES-VIERNES 08:00 - 19:00,945292077
FRENOS GORRIZ S.A.,623,"CALLE BARRACHI, 4 ",Araba_Álava,Vitoria-gasteiz,"42,870498","-2,6574854",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 8:30-13:30; 15:00-18:30,945251646
"TALLERES GASAN, S.L.",624,"CALLE PONFERRADA, 26",Madrid,Fuenlabrada,"40,2596891","-3,7132574",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 A 13:30 - 16:00 A 19:00,916421941
"TALLERES GASAN, S.L.",625,"CALLE AVUTARDAS, 9",Madrid,Pinto,"40,25265","-3,7207487",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 A 13:30 - 16:00 A 19:00,916421941
"RENOVA MOTOR, S.L.",626,"CALLE MARCONI, 403",Toledo,Talavera de la Reina,"39,95804","-4,9300187",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30 A 13:30 - 16:00 A 19:00,925806602
"CAMIONTUR ELECTRICIDAD, SL",627,"C/Serra,11 Polígono Industrial Pla de Rascanya",Valencia_València,Llíria,"39,6358713","-0,5858088",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 a 14:00 y 15:30 a 18:30,962798070
Repui 2015 s.l.,628,"C/ Aiguafreda, 19 nave 3   P.I.Ametlla Park",Barcelona,L' Ametlla del Vallès,"41,65","2,2698",Taller de Vehículo Industrial abierto para casos de urgencia ,9-13  15-19,937865030   666581518
TALLERES ESGA S.A,629,"CTRA. TORRELAVEGA- OVIEDO, KM5",Cantabria,Reocín,"43,3554143","-4,11014",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 A 16:00,942838323
Talleres Fandos S.L,630,"Pol. Ind La Paz, C/ Atenas Nº11. C.P 44195",Teruel,Teruel,"40,3608806","-1,1447187",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 8:00-17:00,978601088
AUTOMECANICA ARABI,631,Peñon 60 ,Alicante_Alacant,Gata de Gorgos,"38,7767579","0,0098481",Taller de Vehículo Industrial abierto para casos de urgencia ,8 a 13      y de 15 a 19,965756826
GREMIS AUTOMOCION S.L.,632,C/ ELS GREMIS 21-23 BUZON 60002,Alicante_Alacant,Teulada,"38,7290542","0,0902451",Taller de Vehículo Industrial abierto para casos de urgencia ,9 a 13      y de 15 a 19,965740794
LA MEZQUIDA S.L.,633,C/ Bruselas nº 11 ,Alicante_Alacant,Jávea/xàbia,"38,7852036","0,1727897",Taller de Vehículo Industrial abierto para casos de urgencia ,10 a 13      y de 15 a 19,965790716
CARROCERIAS TAMBRE S.A.,634,"VIA GALILEO, 11 - PLG. IND. DEL TAMBRE",A Coruña,Santiago de Compostela,"42,9123623","-8,5198523",Taller de Vehículo Industrial abierto para casos de urgencia ,7:00 a 15:00,981588702
PORTOMOTOR SADA,635,"Espíritu Santo, nave 54. Soñeiro",A Coruña,Sada,"43,3185075","-8,287859",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00-13:00 / 15:00-19:00,981611654
PORTOMOTOR NARON,636,"Polígono Río do Pozo. Avda. Panadeiros, parcela F9, nave A",A Coruña,Narón,"43,5124851","-8,2315546",Taller de Vehículo Industrial abierto para casos de urgencia ,9:00-13:00 / 15:00-19:00,981347071
TALLERES FREDIRSA SL,637,C/ VILLABLINO 30,Madrid,Fuenlabrada,"40,2608917","-3,7465832",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 -14:00/15:30--18:00,916420122
Talleres MAE,638,"Vía Ptolomeo, nº 3 ",A Coruña,Santiago de Compostela,"42,9128549","-8,5244641",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 h a 13:00 h/ 15:30h a 19:30 h,981562228
" Tamesa Santiago, S.L.",639,"María de los Angeles de la Gandara, nº 36",A Coruña,Santiago de Compostela,"42,9118413","-8,5271974",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 h a 13:30 h/ 16:00 h a 20:00 h,981577319
TALLERES SANGRONIZ E HIJOS S.L,640,BARRIO LA HOYA Nº13 DCHA,Cantabria,Argoños,"43,4601473","-3,511201",Taller de Vehículo Industrial abierto para casos de urgencia ,9.00 a 13.30 y 15.30 a 20.00,942626633/646399074
"SANMARTI SERVEIS AUTOMOCIO,S.L",641,C/RASOS DE PEGUERA NAVES 68-70-72,Barcelona,Sant Fruitós de Bages,"41,7566605","1,8576795",Taller de Vehículo Industrial abierto para casos de urgencia ,07:30-14:00  /15:00-20:00,938757575  607210338
"Anoia de Vehicles, S.C.C.L.",642,"C/ Lleida,71",Barcelona,Odena,"41,5834657","1,6415771",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00-13:00 /15:00-19:00,938041311
"HERMANOS FREIRIA, S.L.",643,"Rúa Progreso, 8",Pontevedra,O Porriño,"42,1646777","-8,6250382",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 - 13:00  y  15:00 - 18:15,986330198
MONTERREY AUTOMOCION,644,"Ctra. Pazos de Borbén, 3",Pontevedra,Redondela,"42,2833666","-8,6051032",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 - 16:00,986075957615319237
HERMAFER S.L.,645,AVDA DO ALCALDE DE LAVADORES 120,Pontevedra,Vigo,"42,2170902","-8,6988091",Taller de Vehículo Industrial abierto para casos de urgencia ,9.00 A 13.00    15.30 A 19.30,986275776/956253100
TALLERES SESBASAR S.L.,646,JUAN DE LA CIERVA 286,Toledo,Talavera de la Reina,"39,9603917","-4,9419944",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 A 13:00/SERVICIO 24 HORAS,925 960 720
"TALLERES TRONCOSO, S.L.",647,C/ RANS Nº 50,Pontevedra,Mos,"42,2100063","-8,6637186",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 a 13:30 y 15:30 a 19:00,986.33.11.61 ó 619.766.254
"MECÁNICAS HERCAS, S.L.",648,Pol. Ind. San Miguel sector 2 parcela,Zaragoza,Villanueva de Gállego,"41,757355","-0,838716",Taller de Vehículo Industrial abierto para casos de urgencia ,Lunes a Viernes de 8:00 a 18:00 h,976186324
REPARACION DE VOLQUETES S.A,649,"AV. ESTACIONES, P.I.LAS MONJAS",Madrid,Torrejón de Ardoz,"40,4451618","-3,4873846",Taller de Vehículo Industrial abierto para casos de urgencia ,7:00-15:00,916563869
"NEUMATICOS SURESTE, S.L.L.",650,"Pol.Ind. Atalayas, Avda. del Marco, Parc.81",Alicante_Alacant,Alicante/alacant,"38,3408142","-0,565914",Taller de Vehículo Industrial abierto para casos de urgencia ,8h-14h y 16h-20h   Sábados: 8h-13h,965114686
TALLERES CANO S.L.,651,"Calle Rambla, 35",Murcia,Yecla,"38,6145588","-1,109901",Taller de Vehículo Industrial abierto para casos de urgencia , 8:05-13:00 y 15:35-19:00,968751320
GOMARIZ AGROMOTOR SL,652,"PG.IND.LOS PRADOS, NAVE 13",Murcia,Cieza,"38,2611987","-1,4397456",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30h a 13:30h  15:30h a 20:30h,968774004
Stern Motor,653,"Carretera, N-152a, Km 71,4  ",Barcelona,Gurb,"41,9571352","2,2476431",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 a 15:00,637 520 916
TALLERES DORIN AUTO,654," AV. MANUEL RODRIGUEZ AYUSO, NR. 158 ,NAVE 1, POL. IND. JESUS VICENTE",Zaragoza,Zaragoza,"41,6408347","-0,940906",Taller de Vehículo Industrial abierto para casos de urgencia , L-V= 09:00-13:00 / 15-19:00  ; S= 9:00-13:00,642354349
Stern Motor,655,"Carrer de Venus, 54, ( pol. Can Parellada)",Barcelona,Terrassa,"40,3162392","-3,8553517",Taller de Vehículo Industrial abierto para casos de urgencia ,8:00 a 15:00,637 520 916
Motor Tàrrega,656,"Avinguda de Barcelona, 31",Lleida,Tàrrega,"41,6537799","1,1469742",Taller de Vehículo Industrial abierto para casos de urgencia ,7h a 19h. Sábado 7h a 11h,973312604
Motor Tàrrega,657,Ctra. N-260 Km. 230,Lleida,La Seu D'urgell,"42,3501165","1,4319591",Taller de Vehículo Industrial abierto para casos de urgencia ,Lúnes a Viernes 8h a 19:00h. Sábado 8h a 13h,973352422
Motor Tàrrega,658,"Pol.Ind. Logis Empordà C/ La Pireta, 16",Girona,El Far D'empordà,"42,232123","2,989428",Taller de Vehículo Industrial abierto para casos de urgencia ,8h a 19h. Sábado 8h a 13h,972524532
Motor Tàrrega,659,"Pol.Ind. Els Plans de la Sala C/ 11 de setembre, 10",Barcelona,Sallent,"41,7820176","1,8923918",Taller de Vehículo Industrial abierto para casos de urgencia ,8h a 19h. Sábado 8h a 13h,938774400
HERMINIO FERNANDEZ ALVAREZ (TALLERES HERMINIO),660,ARCOS S/N,Ourense,Vilamartín de Valdeorras,"42,4113032","-7,0391014",Taller de Vehículo Industrial abierto para casos de urgencia , 24 h,636903083
AUTOGAIN KOOP.ELK.TXIKIA,661,"pol.ind.san agustin ,57 nave 6",Bizkaia,Elorrio,"43,1307294","-2,5662423",Taller de Vehículo Industrial abierto para casos de urgencia ,,946056732679174367
LUCY'S TIRE ESPAÑA SL,662,CTRA PO 510. ATIOS- SALVATERRA. KM. 1.1,Pontevedra,O Porriño,"42,1285619","-8,6199008",Taller de Vehículo Industrial abierto para casos de urgencia ,09.00 - 13.00 y 15.00 - 19.00, 986757419  637840369
VALLES DE AUTOMOCION S.A.,663,"CL/ Joantot Martorell, 99",Barcelona,Sabadell,"41,5312004","2,1047545",Taller de Vehículo Industrial abierto para casos de urgencia ,"9,00-13,00 y 15,00-19,00",937121519
NEUMASTOCK,664, Calle Sierra de San Vicente 13-U,Toledo,Illescas,"40,1680754","-3,8232948",Taller de Vehículo Industrial abierto para casos de urgencia , 8:30 a 20:00,925021290
TALLERES INDASUR,665,AUTOVIA A92 SALIDA 382,Almería,Rioja,"36,96078","-2,4668697",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30-13:00 / 15:30-19:30,950310498
"Comequin, S.C. de CLM",666,"Ctra. Quintanar a Villacañas, s/n ",Toledo,Quintanar de la Orden,"39,5927122","-3,0664264",Taller de Vehículo Industrial abierto para casos de urgencia , Lunes a Viernes Mañanas: 08:00 a 13:30 y Tardes 15:30 a 19:30; Sábados 08:00 a 12:00,925180483   680411770
"ORTIZ VEHICULOS INDUSTRIALES, SL.-ORVI-",667," CL SAUCE, 2 - POG. INDAL.",Zaragoza,La Puebla de Alfindén,"41,6496358","-0,7581964",Taller de Vehículo Industrial abierto para casos de urgencia ,DE 8:30 A 13:30 Y 16:00 A 19:00,976108424
Sevineumaticos Vulco,668,Plg Ind Guadalquivir C/Progreso 1,Sevilla,Gelves,"37,321837","-6,030919",Taller de Vehículo Industrial abierto para casos de urgencia ,9.00-14.00h.   16.30-19h,691546799
Sevineumaticos Vulco,669,Plg Alcala X C/Cuatro nave7,Sevilla,Alcalá de Guadaíra,"37,36509","-5,877935",Taller de Vehículo Industrial abierto para casos de urgencia ,8.00-14.00h.   16.00-18.30,955631650
CARROSSERIES CORNELLÀ S.L.,670,Pol. Ind.Pont Xetmar c.L n.8,Girona,Cornellà del Terri,"42,095181","2,794897",Taller de Vehículo Industrial abierto para casos de urgencia ,9 a 13h .Tarde de 14 a 18h,972594577
Automoción Buscenter SL,671,"Poligono Soto de cazalegas, sector 1a parcela 46",Toledo,Cazalegas,"39,9763715","-4,7561618",Taller de Vehículo Industrial abierto para casos de urgencia ,7:00 a 15:30, 685113786
Sanmartí Serveis Automoció S.L.,672,P.I. Sant Isidre II C/Rasos de Peguera nº 68,Barcelona,Sant Fruitós de Bages,"41,756644","1,8576913",Taller de Vehículo Industrial abierto para casos de urgencia , 8:30-13:30 15:00-19:30,938757575
"TALLERES MALU, S.L.",673,"C. Marconi, 393 Pol. Ind. Torrehierro",Toledo,Talavera de la Reina,"39,9584539","-4,9307729",Taller de Vehículo Industrial abierto para casos de urgencia ,08:45 a 14:30,925826518
"ANTONIO Y PEDRO MENDOZA, S.L.",674,"Ctra. Cartagena - Alhama, Km. 21,2",Murcia,Fuente Álamo de Murcia,"37,7270636","-1,1895225",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00 - 20:00 Lunes a Viernes. Sábados 08:00 -14:00,968597760
"ESTACIÓN DE SERVICIO DE LA VEGA, S.A.",675,"Autovía A8, Km. 303 - 33594 Posada",Asturias,Llanes,"43,4325041","-4,8602494",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00 a 13:00 y 14:30 a 19:00 (L-V)/09:00 a 13:00 Sábados, 985407069
Cifuentes Automoción,676,Ctra de Murcia n 15,Albacete,Albacete,"38,9866144","-1,8516673",Taller de Vehículo Industrial abierto para casos de urgencia ,9:o00 a 13:30, 967245721
"TALLERES GAYVE DIESEL, SL",677,"LOGROÑO,34",Badajoz,Mérida,"38,921632","-6,3866053",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 16H-20H ,924373672
VEINSAN,678,"POL. IND. LOS CAÑOS, C/ ZUJAR, 56",Badajoz,Zafra,"38,4229297","-6,3989944",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H30-19H30 ,924044335
LIBERTRUCKS,679,AUTOVIA A-5 SALIDA 341,Badajoz,Badajoz,"38,9378903","-6,3617024",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H30-19H30 ,924665414
TALLERES ARAGONESES,680,"P.I. 1º DE MAYO CALLE DE LAS ARTES Y OFICIOS, S/N",Cáceres,Miajadas,"39,1356407","-5,9355202",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H30 ,927348821
(VEHINCA),681,PI LAS ARENAS C/ E PARC. 71 SECTOR 3,Cáceres,Malpartida de Cáceres,"39,4504578","-6,4787683",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H ,927629796
"ILLANA AUTOMOCION,S.L.",682,"C/ FRANCISCO ARITIO, 11",Guadalajara,Guadalajara,"40,6261209","-3,1995344",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H 15H-18H30 , 949202760
MAPE TRUCK,683,"C/ TORTOLA, NAVE 13 P.I. LOS GALLEGOS",Madrid,Fuenlabrada,"40,264767","-3,7646787",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H 15H30-20H ,916421554
TALLERES MÉNDEZ MATELO,684,"CTRA. TOLEDO, KM 18,700 (SALIDA 17), CALLE TORTOLA, 22",Madrid,Fuenlabrada,"40,2645331","-3,7614656",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H 15H30-20H ,916422624
MPTRUCKS,685,"C/ DEL FERROCARRIL, 2",Madrid,Navalcarnero,"40,2923101","-4,0008757",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 15H-18H ,910210557
"MOTORTEC MOLÍ, S.L.",686,P. I. S. VICENTÇ C/ FERRALLA S/N - NV. 42,Barcelona,Castellbisbal,"41,4446105","1,9927512",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H30 15H-19H30 ,937799757
"TALLERES GIBRALTAR, S.L.",687,"C/ COLÓN, 398",Barcelona,Terrassa,"41,5500997","2,0242409",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H 15H-19H ,937354284
SAMER VEHICULOS INDUSTRIALES,688,"CALLE DINAMARCA, 3",Barcelona,Les Franqueses del Vallès,"41,6454968","2,2839133",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-20H,938405020
VISERVEIS,689,"ACERO, 26",Barcelona,Barcelona,"41,3512124","2,1355478",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H30 15H30-19H30  ,933283021
TRUCKSERVICES J. MENA .SLL,690,"C/ RUPIT, 46 POL. IND. MALLOLES",Barcelona,Vic,"41,9512774","2,2815287",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H30 ,938867042
TECNO - TRUCK 2016 SL,691,C/CARLES BUHIGAS Nº7 NAVES 9/10,Barcelona,Canovelles,"41,6272397","2,2843734",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H 15H-19H30,930111416
AUTO COM-TRUCK,692,"C/ RIERA FONOLLAR, 35 NAVE 3",Barcelona,Sant Boi de Llobregat,"41,3271352","2,0368481",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H30 ,936303310
TALLERS KOUEN MOTOR,693,"C/ JORDI CAMP, 108",Barcelona,Granollers,"41,6028224","2,2746398",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H ,938443299
AMAC AUTOMOTIVE SERVICES,694,"PRIMER DE MAIG, 33 ""GRAN VÍA SUR""",Barcelona,L' Hospitalet de Llobregat,"41,3478509","2,1203633",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-16H  ,933704077
"TALLERS CANET, S.L.",695,CAN MAGAROLA 21,Barcelona,Mollet del Vallès,"41,5495612","2,2269419",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H,935603408
TALLERES FIGUERAS,696,"P.I. POLIGENSA AVDA. MAS PINS, 114",Girona,Riudellots de la Selva,"41,9026014","2,8050528",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H 15H-20H,972478191
"GARATGE JOAN MARGUI, S.L.",697,"AV. MALATOSQUER, 7",Girona,Olot,"42,1659542","2,4703903",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H 15H-20H  ,972268015
"BOLOUS TALLERS, S.L.",698,"AVDA. TRAMUNTANA, 17 - POLG. CAN PRUNA",Girona,Riudarenes,"41,8131213","2,7228306",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 15H-21H  ,972856294
"TALLERES LEONARDO SANZ, S.A",699,"P.I. CAN PORTELLA, PARCELA 43-45, S/N",Girona,Argelaguer,"42,2133223","2,6454448",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-20H,972287300
TALLERES RAN NOGUÉ S.L.,700,"C/ CIMÀ, 14",Girona,Sant Julià de Ramis,"42,0270694","2,8244386",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H 15H-20H  ,972170308
MOTOR TARREGA LA SEU,701,CTRA. N-260 KM. 230,Lleida,La Seu D'urgell,"42,3501204","1,4319591",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H30-19H  ,973352422
MOTOR TARREGA LLEIDA,702,"P.I. EL SEGRE PARCELA 501, CARRER INDUSTRIA S/N",Lleida,Lleida,"41,625131","0,6567323",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H30-19H  ,973184031
AUTOMOTOR ALT CAMP SA,703,"CTRA PLÁ DE STA. MARÍA, 225, L´ILLA DEL POL. NAU-2",Tarragona,Valls,"41,3015711","1,2601585",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H,977605239
MERCA - TRUCK,704,"CALLE BERGUEDA, 8-12 P.IND. TORRENT DEL LLUC",Tarragona,Tarragona,"41,229839","1,540579",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H ,977660805
SERSUCO,705,POLÍGONO TORRE SANCHO,Teruel,Valderrobres,"40,8638723","0,1523929",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H 15H-19H ,978850754
ZARATRUCK,706,"CALLE R, 2, 50171 LA PUEBLA DE ALFINDÉN",Zaragoza,Zaragoza,"41,6357836","-0,7585162",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-18H30 ,876246414
AUTO IRAETA,707,"Bº IRAETA, 20740 ZESTOA, SS",Gipuzkoa,Zestoa,"43,2563339","-2,2636547",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-12H30 14H30-18H ,943148151
TALLERES GRUYMA ,708,C/BALLOBAR S/N,Huesca,Huesca,"42,1285362","-0,4187923",Taller de Vehículo Industrial abierto para casos de urgencia ,7H-18H ,974263316
ELECTROMECANICA MILLAT,709,"P.I. LA NOGUERA C/ SEGRIÀ, 5",Lleida,Térmens,"41,7073264","0,7483529",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30 15H30-20H,973100635
LOGRO-CARTRUCK,710,"CALLE LA PORTALADA, 34",La Rioja,Logroño,"42,458324","-2,4089921",Taller de Vehículo Industrial abierto para casos de urgencia ,9H A 14H,941233883
ALBERTO COMÍN,711,AVDA. SANTA ANA 11,Zaragoza,Cuarte de Huerva,"41,5978751","-0,9321814",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30 15H-20H ,976505039
EL PORTAZGO,712,"CIUDAD DEL TRANSPORTE, C/ SUR, NAVE 21-22",Zaragoza,Zaragoza,"41,7177606","-0,854139",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-13H30 15H30-20H30  ,976587641
TALLERES JUAN GOMEZ MORAGA,713,"CTRA. MAHORA, KM 2 ",Albacete,Albacete,"39,0175601","-1,8590497",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H30 16H-19H30,967193182
TALLERES RODALBA,714,P.I EL SALVADOR AVDA PRIMERA PARCELA 58-59,Albacete,La Roda,"39,1917189","-2,1462983",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H 16H-19H,967440298
TRASERCO,715,"PI LA GRANADINA, CALLE FRANCIA, 12",Alicante_Alacant,San Isidro,"38,1698983","-0,8588661",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-20H ,965487713
TALLERES PEDRO Y MANOLO,716,"P.I. CEUTÍ C/RIO GUADALENTÍN, 22 APD.75",Murcia,Ceutí,"38,0836972","-1,2694042",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-15H 16H-19H,968694519
"SAGAMAR, SL",717,"POL. IND. CAVILA, PARCELA I-10/11, APTO. 228",Murcia,Caravaca de la Cruz,"38,0535808","-1,9089401",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 16H-20H ,968725370
TALLERES ALGITRUCK SL,718,CARR. F14 KM 1,Murcia,Torre-pacheco,"37,686157","-0,9460144",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H30 ,968587706
TALLERES PEMAR SL,719,CTRA GRANADA KM 267,Murcia,Lorca,"37,6559297","-1,7140695",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H 15H30-18H30,968477662
TALLERES TONI Y JOSE CB,720,C/RIO DUERO 19,Murcia,Lorquí,"38,0995559","-1,2392825",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H30 ,968676099
TALLERES REUNIDOS 2 V SL,721,P.I.OESTE P/16-5. SAN GINES,Murcia,Alcantarilla,"37,9558778","-1,1974112",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H30 ,968808700
TALLERES IZAN,722,"C/ MARAVEDI, PARC. 11 - MANZ. 30 - NAVE 2",Cádiz,Jerez de la Frontera,"36,7195064","-6,0875908",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 15H30-20H  ,956157123
MB CAMION JEREZ,723,"AVDA. ALCALDE CANTO ROPERO, 17 (POL. IND. EL PORTAL)",Cádiz,Jerez de la Frontera,"36,6641792","-6,1330426",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-15H,856588028
TALLERES HNOS. CARPINTER VICARIO,724,"CRTA. UTRERA-BARBATE, KM. 97 (POL. IND. CAÑADA ANCHA)",Cádiz,Vejer de la Frontera,"36,275532","-5,9648155",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H30 16H30-20H,956451370
TALLERES ORMEGAR,725,C/ MALAGÓN 6,Ciudad Real,Ciudad Real,"38,9744631","-3,9351",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H ,926213564
MECANITRUCK,726,"DEHESA DEL CAMPO, 91 POLÍGONO LA VEGA",Ciudad Real,Torralba de Calatrava,"39,0040745","-3,7561441",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-18H ,926841495
"TALLERES J. C. GRACIA SANTOS, S.L.",727,"AVDA. DE LA TORRECILLA, 20 P.I LA TORRECILLA",Córdoba,Córdoba,"37,8519904","-4,7992931",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H,957299028
"TALLERES DELGADO SERRANO, S.L.",728,"CTRA. N. 502 CORDOBA-AVILA, KM. 352",Córdoba,El Viso,"38,499231","-4,9559542",Taller de Vehículo Industrial abierto para casos de urgencia ,,957127727
"TALLERES SOLÍS MARQUÉS, S.L.",729,"AVDA. MARQUES DE LA VEGA DE ARMIJO, 79",Córdoba,Montilla,"37,5852809","-4,63444",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-20H,957656735
"HNOS. ENCINAS POZUELO, S.C.",730,"POL. SAN GREGORIO, S/N",Córdoba,Pozoblanco,"38,3853395","-4,8584973",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H30,957772952
"TALLERES LUQUE MUÑOZ, S.L.",731,"CTRA. CORDOBA-MALAGA, KM. 43,700",Córdoba,Montilla,"37,5881942","-4,6642997",Taller de Vehículo Industrial abierto para casos de urgencia ,8H A 20H,957650610
"TALLERES VEINLUC, S.A.",732,C/ TORRE DEL HACHO SN POL. INDUSTRIAL DE ANTEQUERA,Málaga,Antequera,"37,4266392","-4,5339527",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H30-19H45,957609979
TALLERES NAVARRO ,733,"CALLE FRANCISCO JIMENEZ CARMONA, 14",Córdoba,Córdoba,"37,4024442","-4,7563887",Taller de Vehículo Industrial abierto para casos de urgencia ,9H A 14H,957617517
ELECTROMECANICA LA LOMA S.L.,734,"PROLONGACIÓN AVDA. CRISTÓBAL CANTERO, S/N",Jaén,Úbeda,"38,0213962","-3,3675694",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H,953750149
"JOAQUIN LOPEZ, S.L.",735,CTRA. SEVILLA-MALAGA KM. 136,Málaga,Fuente de Piedra,"37,1361225","-4,7270992",Taller de Vehículo Industrial abierto para casos de urgencia ,7H-15H,952735167
TALLERES JUAN ANTONIO MONTAÑO,736,"POL. PERALES - RONDA TRINIDAD, 36",Sevilla,Morón de la Frontera,"37,1278161","-5,4590467",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-20H ,954851452
"TALLERES EL TEJAR, S.L.           ",737,"BULERIA,11-PL.IND.TEJAR DE CARMONA",Sevilla,Morón de la Frontera,"37,128657","-5,4577273",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 15H30-20H ,954851732
TALLERES CARRASCO,738,"POLG. LA CAMPIÑA CALLE EXTREMADURA, 12",Sevilla,Ecija,"37,5286245","-5,1249376",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-14H 16H-19H ,955900012
MECAGILENA,739,"POLG PIEDRA BLANCA, MANZANA 6 PARC. 7",Sevilla,Gilena,"37,2472802","-4,9310009",Taller de Vehículo Industrial abierto para casos de urgencia ,9H-13H 15H-19H ,954826149
TALLERES CASTEJÓN,740,"AVDA. GENERAL GIRALDEZ, 5 Y 7. ",Sevilla,Utrera,"37,1890255","-5,7912744",Taller de Vehículo Industrial abierto para casos de urgencia ,8H-14H 16H-19H30,954861876
