Fecha,cod_ine,CCAA,Casos,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos
2020-04-18,19,Melilla,,104,3,44,3,2
2020-04-18,14,Murcia,,1438,215,612,102,116
2020-04-18,15,Navarra,,4413,243,1843,127,369
2020-04-18,16,País Vasco,,11731,838,6086,499,1062
2020-04-18,17,La Rioja,,3636,694,1268,79,277
2020-04-19,01,Andalucía,,10991,527,5473,690,1013
2020-04-19,02,Aragón,,4654,232,2244,242,637
2020-04-19,03,Asturias,,2213,194,993,115,199
2020-04-19,04,Baleares,,1748,39,960,159,157
2020-04-19,05,Canarias,,2067,0,826,163,119
2020-04-19,06,Cantabria,,1973,110,934,78,158
2020-04-19,08,Castilla La Mancha,,14725,2071,8173,531,2021
2020-04-19,07,Castilla y León,,14781,1076,7080,501,1493
2020-04-19,09,Cataluña,,41676,1027,22375,2409,4009
2020-04-19,18,Ceuta,,100,14,9,4,4
2020-04-19,10,C. Valenciana,,9708,631,4827,646,1079
2020-04-19,11,Extremadura,,2692,551,1306,107,389
2020-04-19,12,Galicia,,8299,,2609,296,352
2020-04-19,13,Madrid,,58673,2663,37970,3248,7351
2020-04-19,19,Melilla,,104,5,44,3,2
2020-04-19,14,Murcia,,1440,219,612,103,117
2020-04-19,15,Navarra,,4449,286,1856,128,385
2020-04-19,16,País Vasco,,11789,839,6109,501,1081
2020-04-19,17,La Rioja,,3664,707,1282,79,285
2020-04-20,01,Andalucía,,11095,553,5509,692,1017
2020-04-20,02,Aragón,,4684,254,2271,244,643
2020-04-20,03,Asturias,,2220,229,999,116,203
2020-04-20,04,Baleares,,1766,41,983,159,161
2020-04-20,05,Canarias,,2085,0,837,164,120
2020-04-20,06,Cantabria,,1998,110,948,78,165
2020-04-20,08,Castilla La Mancha,,14936,2109,8199,534,2075
2020-04-20,07,Castilla y León,,14951,1308,7174,503,1521
2020-04-20,09,Cataluña,,43112,1027,22796,2437,4152
2020-04-20,18,Ceuta,,100,14,9,4,4
2020-04-20,10,C. Valenciana,,9750,649,4866,648,1089
2020-04-20,11,Extremadura,,2692,551,1327,107,397
2020-04-20,12,Galicia,,8468,,2652,296,360
2020-04-20,13,Madrid,,59300,2672,38161,3278,7460
2020-04-20,19,Melilla,,105,5,44,3,2
2020-04-20,14,Murcia,,1445,251,614,104,120
2020-04-20,15,Navarra,,4475,356,1877,128,397
2020-04-20,16,País Vasco,,11843,967,6141,507,1103
2020-04-20,17,La Rioja,,3684,799,1297,81,294
2020-04-21,01,Andalucía,,11225,654,5565,696,1050
2020-04-21,02,Aragón,,4761,293,2304,246,656
2020-04-21,03,Asturias,,2230,277,1007,116,211
2020-04-21,04,Baleares,,1786,48,1001,163,164
2020-04-21,05,Canarias,,2094,0,841,164,121
2020-04-21,06,Cantabria,,2012,148,956,78,167
2020-04-21,08,Castilla La Mancha,,15053,2268,8243,537,2140
2020-04-21,07,Castilla y León,,15141,1698,7264,505,1554
2020-04-21,09,Cataluña,,43802,1027,23295,2460,4247
2020-04-21,18,Ceuta,,100,24,9,4,4
2020-04-21,10,C. Valenciana,,9825,746,4896,649,1106
2020-04-21,11,Extremadura,,2692,551,1349,107,404
2020-04-21,12,Galicia,,8634,,2674,297,368
2020-04-21,13,Madrid,,59950,2954,38328,3283,7577
2020-04-21,19,Melilla,,105,6,44,3,2
2020-04-21,14,Murcia,,1455,262,622,104,123
2020-04-21,15,Navarra,,4531,427,1894,128,401
2020-04-21,16,País Vasco,,11974,1070,6201,513,1124
2020-04-21,17,La Rioja,,3704,882,1318,81,298
2020-04-22,01,Andalucía,,11358,837,5616,702,1079
2020-04-22,02,Aragón,,4833,404,2340,247,681
2020-04-22,03,Asturias,,2241,318,1009,116,222
2020-04-22,04,Baleares,,1805,54,1018,162,168
2020-04-22,05,Canarias,,2113,0,855,169,121
2020-04-22,06,Cantabria,,2023,183,965,78,173
2020-04-22,08,Castilla La Mancha,,15128,2429,8304,546,2188
2020-04-22,07,Castilla y León,,15510,1892,7397,508,1582
2020-04-22,09,Cataluña,,44892,1027,23647,2478,4343
2020-04-22,18,Ceuta,,100,24,9,4,4
2020-04-22,10,C. Valenciana,,9869,866,4917,650,1124
2020-04-22,11,Extremadura,,2715,651,1375,107,407
2020-04-22,12,Galicia,,8805,,2694,298,375
2020-04-22,13,Madrid,,60657,3393,38620,3288,7684
2020-04-22,19,Melilla,,106,7,44,3,2
2020-04-22,14,Murcia,,1460,261,624,104,124
2020-04-22,15,Navarra,,4577,486,1907,129,409
2020-04-22,16,País Vasco,,12094,1342,6260,516,1167
2020-04-22,17,La Rioja,,3741,986,1331,82,303
2020-04-23,01,Andalucía,,11486,963,5675,714,1107
2020-04-23,02,Aragón,,4867,428,2359,248,695
2020-04-23,03,Asturias,,2245,354,1012,117,228
2020-04-23,04,Baleares,,1819,57,1036,162,172
2020-04-23,05,Canarias,,2140,0,868,169,128
2020-04-23,06,Cantabria,,2055,218,978,78,178
2020-04-23,08,Castilla La Mancha,,15365,2688,8342,553,2255
2020-04-23,07,Castilla y León,,15692,2084,7506,510,1612
2020-04-23,09,Cataluña,,45544,1027,24130,2569,4393
2020-04-23,18,Ceuta,,100,25,10,4,4
2020-04-23,10,C. Valenciana,,9939,967,4945,651,1147
2020-04-23,11,Extremadura,,2718,685,1413,107,411
2020-04-23,12,Galicia,,8932,,2707,301,382
2020-04-23,13,Madrid,,61099,3535,38837,3305,7765
2020-04-23,19,Melilla,,107,9,44,3,2
2020-04-23,14,Murcia,,1468,273,625,105,125
2020-04-23,15,Navarra,,4581,599,1915,129,417
2020-04-23,16,País Vasco,,12204,1576,6315,518,1193
2020-04-23,17,La Rioja,,3790,1075,1344,82,307
2020-04-24,01,Andalucía,,11645,1129,5715,716,1131
2020-04-24,02,Aragón,,4922,460,2372,249,709
2020-04-24,03,Asturias,,2249,393,1020,117,235
2020-04-24,04,Baleares,,1845,60,1053,162,174
2020-04-24,05,Canarias,,2155,0,878,171,130
2020-04-24,06,Cantabria,,2071,244,982,78,182
2020-04-24,08,Castilla La Mancha,,15509,3016,8385,559,2292
2020-04-24,07,Castilla y León,,15990,2269,7555,511,1639
2020-04-24,09,Cataluña,,46261,1027,24420,2576,4498
2020-04-24,18,Ceuta,,100,25,10,4,4
2020-04-24,10,C. Valenciana,,10066,1057,4978,653,1172
2020-04-24,11,Extremadura,,2718,740,1447,107,416
2020-04-24,12,Galicia,,9116,,2717,302,388
2020-04-24,13,Madrid,,61619,3691,39064,3307,7848
2020-04-24,19,Melilla,,108,10,44,3,2
2020-04-24,14,Murcia,,1468,288,625,105,126
2020-04-24,15,Navarra,,4627,647,1937,129,429
2020-04-24,16,País Vasco,,12366,1766,6375,525,1212
2020-04-24,17,La Rioja,,3821,1125,1360,83,311
2020-04-25,01,Andalucía,,11712,1260,5747,716,1145
2020-04-25,02,Aragón,,4955,501,2395,251,712
2020-04-25,03,Asturias,,2261,441,1022,117,243
2020-04-25,04,Baleares,,1852,63,1057,162,175
2020-04-25,05,Canarias,,2167,0,880,171,131
2020-04-25,06,Cantabria,,2083,247,991,78,183
2020-04-25,08,Castilla La Mancha,,15609,3386,8417,565,2330
2020-04-25,07,Castilla y León,,16222,2462,7653,515,1666
2020-04-25,09,Cataluña,,46811,1027,25665,2583,4566
2020-04-25,18,Ceuta,,100,31,10,4,4
2020-04-25,10,C. Valenciana,,10160,1212,5013,654,1186
2020-04-25,11,Extremadura,,2736,729,1480,107,422
2020-04-25,12,Galicia,,9176,,2724,303,394
2020-04-25,13,Madrid,,61855,3691,39217,3308,7922
2020-04-25,19,Melilla,,110,11,44,3,2
2020-04-25,14,Murcia,,1474,297,627,106,127
2020-04-25,15,Navarra,,4712,740,1942,129,431
2020-04-25,16,País Vasco,,12455,1860,6426,533,1230
2020-04-25,17,La Rioja,,3861,1137,1380,84,315
2020-04-26,01,Andalucía,,11787,1321,5767,720,1157
2020-04-26,02,Aragón,,4985,519,2403,251,726
2020-04-26,03,Asturias,,2263,472,1028,117,248
2020-04-26,04,Baleares,,1857,63,1057,162,179
2020-04-26,05,Canarias,,2178,0,881,171,131
2020-04-26,06,Cantabria,,2104,246,995,78,186
2020-04-26,08,Castilla La Mancha,,15664,3622,8444,579,2365
2020-04-26,07,Castilla y León,,16404,2624,7703,518,1690
2020-04-26,09,Cataluña,,47755,1027,25799,2724,4699
2020-04-26,18,Ceuta,,100,31,10,4,4
2020-04-26,10,C. Valenciana,,10180,1232,5032,656,1189
2020-04-26,11,Extremadura,,2749,731,1490,107,428
2020-04-26,12,Galicia,,9238,,2728,304,405
2020-04-26,13,Madrid,,61985,4022,39350,3309,7986
2020-04-26,19,Melilla,,110,11,44,3,2
2020-04-26,14,Murcia,,1474,297,627,106,128
2020-04-26,15,Navarra,,4733,753,1942,130,432
2020-04-26,16,País Vasco,,12513,1899,6457,538,1241
2020-04-26,17,La Rioja,,3892,1149,1392,85,320
2020-04-27,01,Andalucía,,11836,1359,5792,721,1168
2020-04-27,02,Aragón,,5004,553,2425,252,735
2020-04-27,03,Asturias,,2269,537,1035,117,252
2020-04-27,04,Baleares,,1868,70,1069,162,181
2020-04-27,05,Canarias,,2187,0,900,174,133
2020-04-27,06,Cantabria,,2115,271,1000,78,188
2020-04-27,08,Castilla La Mancha,,15706,3812,8464,584,2396
2020-04-27,07,Castilla y León,,16589,2783,7777,522,1710
2020-04-27,09,Cataluña,,48158,1027,26230,2750,4808
2020-04-27,18,Ceuta,,100,34,10,4,4
2020-04-27,10,C. Valenciana,,10204,1454,5046,659,1200
2020-04-27,11,Extremadura,,2751,736,1505,107,433
2020-04-27,12,Galicia,,9328,,2734,305,412
2020-04-27,13,Madrid,,62579,4205,39423,3338,8048
2020-04-27,19,Melilla,,114,11,44,3,2
2020-04-27,14,Murcia,,1475,318,629,106,130
2020-04-27,15,Navarra,,4759,871,1945,130,432
2020-04-27,16,País Vasco,,12564,2240,6482,539,1255
2020-04-27,17,La Rioja,,3897,1200,1400,87,326
2020-04-28,01,Andalucía,,11917,1528,5831,721,1188
2020-04-28,02,Aragón,,5042,610,2454,252,736
2020-04-28,03,Asturias,,2284,587,1041,117,259
2020-04-28,04,Baleares,,1877,71,1074,162,185
2020-04-28,05,Canarias,,2202,0,906,175,134
2020-04-28,06,Cantabria,,2146,293,1006,79,191
2020-04-28,08,Castilla La Mancha,,15785,4010,8523,588,2436
2020-04-28,07,Castilla y León,,16690,3161,7854,524,1736
2020-04-28,09,Cataluña,,48654,1027,26546,2768,4905
2020-04-28,18,Ceuta,,101,38,10,4,4
2020-04-28,10,C. Valenciana,,10236,1580,5072,662,1218
2020-04-28,11,Extremadura,,2764,749,1526,107,440
2020-04-28,12,Galicia,,8693,791,2736,308,551
2020-04-28,13,Madrid,,63079,4381,39850,3355,8105
2020-04-28,19,Melilla,,114,11,44,3,2
2020-04-28,14,Murcia,,1480,360,635,106,130
2020-04-28,15,Navarra,,4794,1090,1951,130,448
2020-04-28,16,País Vasco,,12619,2519,6522,540,1274
2020-04-28,17,La Rioja,,3910,1263,1413,87,330
2020-04-29,01,Andalucía,,11949,1675,5873,721,1207
2020-04-29,02,Aragón,,5091,880,2477,252,739
2020-04-29,03,Asturias,,2295,627,1047,117,263
2020-04-29,04,Baleares,,1881,72,1077,163,188
2020-04-29,05,Canarias,,2205,0,909,175,135
2020-04-29,06,Cantabria,,2173,332,1007,79,191
2020-04-29,08,Castilla La Mancha,,15832,4239,8567,592,2463
2020-04-29,07,Castilla y León,,16885,3427,7957,528,1752
2020-04-29,09,Cataluña,,48916,1027,26763,2784,4975
2020-04-29,18,Ceuta,,101,45,10,4,4
2020-04-29,10,C. Valenciana,,10331,1727,5096,663,1236
2020-04-29,11,Extremadura,,2785,753,1550,108,446
2020-04-29,12,Galicia,,8731,848,2747,310,551
2020-04-29,13,Madrid,,63454,4488,40076,3377,8176
2020-04-29,19,Melilla,,114,11,44,3,2
2020-04-29,14,Murcia,,1486,408,637,108,130
2020-04-29,15,Navarra,,4815,1325,1965,132,451
2020-04-29,16,País Vasco,,12701,2818,6561,541,1296
2020-04-29,17,La Rioja,,3918,1288,1424,88,332
2020-04-30,01,Andalucía,,12061,1820,5935,729,1238
2020-04-30,02,Aragón,,5116,987,2494,253,749
2020-04-30,03,Asturias,,2310,663,1048,118,264
2020-04-30,04,Baleares,,1892,76,1085,163,193
2020-04-30,05,Canarias,,2206,0,914,175,136
2020-04-30,06,Cantabria,,2184,363,1009,79,192
2020-04-30,08,Castilla La Mancha,,15910,4606,8618,596,2498
2020-04-30,07,Castilla y León,,16993,3746,8010,531,1770
2020-04-30,09,Cataluña,,49307,1027,26932,2795,5061
2020-04-30,18,Ceuta,,101,50,10,4,4
2020-04-30,10,C. Valenciana,,10347,1862,5126,694,1245
2020-04-30,11,Extremadura,,2811,819,1565,108,451
2020-04-30,12,Galicia,,8769,848,2759,313,558
2020-04-30,13,Madrid,,63747,4609,40293,3392,8222
2020-04-30,19,Melilla,,115,11,44,3,2
2020-04-30,14,Murcia,,1488,472,638,109,132
2020-04-30,15,Navarra,,4848,1489,1977,132,458
2020-04-30,16,País Vasco,,12824,3145,6607,544,1312
2020-04-30,17,La Rioja,,3936,1290,1433,88,333
2020-05-01,01,Andalucía,,12105,2023,5961,735,1253
2020-05-01,02,Aragón,,5136,1028,2503,253,761
2020-05-01,03,Asturias,,2311,686,1052,120,270
2020-05-01,04,Baleares,,1898,82,1089,163,197
2020-05-01,05,Canarias,,2212,0,918,175,140
2020-05-01,06,Cantabria,,2201,376,1009,79,193
2020-05-01,08,Castilla La Mancha,,15967,5056,8645,601,2534
2020-05-01,07,Castilla y León,,17165,3834,8054,531,1788
2020-05-01,09,Cataluña,,49850,1027,27049,2811,5137
2020-05-01,18,Ceuta,,101,51,10,4,4
2020-05-01,10,C. Valenciana,,10552,2103,5153,695,1258
2020-05-01,11,Extremadura,,2824,866,1592,108,458
2020-05-01,12,Galicia,,8804,848,2769,313,563
2020-05-01,13,Madrid,,63928,4609,40457,3404,8292
2020-05-01,19,Melilla,,115,11,44,3,2
2020-05-01,14,Murcia,,1491,475,639,110,132
2020-05-01,15,Navarra,,4888,1523,1979,132,460
2020-05-01,16,País Vasco,,12899,3232,6659,551,1321
2020-05-01,17,La Rioja,,3947,1292,1439,88,334
2020-05-02,01,Andalucía,,12139,2112,5961,736,1256
2020-05-02,02,Aragón,,5164,1044,2519,253,761
2020-05-02,03,Asturias,,2313,706,1055,120,270
2020-05-02,04,Baleares,,1904,82,1094,163,197
2020-05-02,05,Canarias,,2221,0,919,175,140
2020-05-02,06,Cantabria,,2205,384,1010,79,195
2020-05-02,08,Castilla La Mancha,,16017,5273,8676,604,2565
2020-05-02,07,Castilla y León,,17283,3946,8085,533,1800
2020-05-02,09,Cataluña,,50234,1027,27257,2844,5185
2020-05-02,18,Ceuta,,101,51,10,4,4
2020-05-02,10,C. Valenciana,,10563,2250,5181,698,1264
2020-05-02,11,Extremadura,,2844,868,1603,108,460
2020-05-02,12,Galicia,,8837,848,2774,315,569
2020-05-02,13,Madrid,,64045,4609,40597,3421,8332
2020-05-02,19,Melilla,,117,12,44,3,2
2020-05-02,14,Murcia,,1492,482,641,110,134
2020-05-02,15,Navarra,,4902,1525,1986,133,462
2020-05-02,16,País Vasco,,12944,3259,6692,553,1329
2020-05-02,17,La Rioja,,3952,1295,1446,88,335
2020-05-03,01,Andalucía,,12156,2155,5973,738,1263
2020-05-03,02,Aragón,,5188,1051,2526,253,762
2020-05-03,03,Asturias,,2315,716,1057,120,274
2020-05-03,04,Baleares,,1904,83,1097,163,197
2020-05-03,05,Canarias,,2225,0,919,175,141
2020-05-03,06,Cantabria,,2206,390,1011,79,197
2020-05-03,08,Castilla La Mancha,,16050,5461,8698,606,2590
2020-05-03,07,Castilla y León,,17334,4045,8123,534,1818
2020-05-03,09,Cataluña,,50366,1027,27321,2847,5220
2020-05-03,18,Ceuta,,101,51,10,4,4
2020-05-03,10,C. Valenciana,,10575,2383,5204,700,1269
2020-05-03,11,Extremadura,,2849,873,1618,108,460
2020-05-03,12,Galicia,,8859,848,2782,315,575
2020-05-03,13,Madrid,,64157,4609,40741,3431,8376
2020-05-03,19,Melilla,,119,12,44,3,2
2020-05-03,14,Murcia,,1492,482,645,110,134
2020-05-03,15,Navarra,,4918,1529,1990,133,466
2020-05-03,16,País Vasco,,12956,3294,6719,554,1341
2020-05-03,17,La Rioja,,3961,1297,1449,88,335
2020-05-04,01,Andalucía,,12167,2184,5983,738,1267
2020-05-04,02,Aragón,,5207,1075,2539,253,770
2020-05-04,03,Asturias,,2316,743,1061,120,275
2020-05-04,04,Baleares,,1906,87,1105,164,198
2020-05-04,05,Canarias,,2231,0,920,176,142
2020-05-04,06,Cantabria,,2207,400,1015,79,198
2020-05-04,08,Castilla La Mancha,,16080,5576,8725,609,2616
2020-05-04,07,Castilla y León,,17429,4290,8153,537,1832
2020-05-04,09,Cataluña,,50771,1027,27745,2856,5270
2020-05-04,18,Ceuta,,101,54,10,4,4
2020-05-04,10,C. Valenciana,,10617,2383,5214,701,1279
2020-05-04,11,Extremadura,,2852,876,1629,108,462
2020-05-04,12,Galicia,,8881,902,2792,317,579
2020-05-04,13,Madrid,,64489,4689,40851,3442,8420
2020-05-04,19,Melilla,,119,12,44,3,2
2020-05-04,14,Murcia,,1496,555,650,111,136
2020-05-04,15,Navarra,,4936,1625,1995,134,471
2020-05-04,16,País Vasco,,12987,3461,6736,556,1353
2020-05-04,17,La Rioja,,3967,1303,1452,90,336
2020-05-05,01,Andalucía,,12190,2403,6012,740,1281
2020-05-05,02,Aragón,,5231,1151,2552,253,788
2020-05-05,03,Asturias,,2322,768,1068,120,278
2020-05-05,04,Baleares,,1917,92,1117,164,199
2020-05-05,05,Canarias,,2231,0,920,176,143
2020-05-05,06,Cantabria,,2213,413,1018,79,199
2020-05-05,08,Castilla La Mancha,,16144,6022,8765,612,2647
2020-05-05,07,Castilla y León,,17520,4636,8246,538,1847
2020-05-05,09,Cataluña,,50924,1166,28085,2871,5345
2020-05-05,18,Ceuta,,109,55,10,4,4
2020-05-05,10,C. Valenciana,,10659,2527,5225,701,1291
2020-05-05,11,Extremadura,,2865,881,1650,108,463
2020-05-05,12,Galicia,,8901,1095,2811,319,588
2020-05-05,13,Madrid,,64820,4689,41031,3465,8466
2020-05-05,19,Melilla,,119,12,44,3,2
2020-05-05,14,Murcia,,1498,635,650,111,136
2020-05-05,15,Navarra,,4966,1804,2005,135,476
2020-05-05,16,País Vasco,,13021,3671,6781,559,1364
2020-05-05,17,La Rioja,,3980,1342,1458,91,337
2020-05-06,01,Andalucía,,12222,2602,6027,742,1294
2020-05-06,02,Aragón,,5258,1258,2564,255,800
2020-05-06,03,Asturias,,2330,773,1072,121,279
2020-05-06,04,Baleares,,1925,94,1121,164,201
2020-05-06,05,Canarias,,2235,0,921,176,144
2020-05-06,06,Cantabria,,2220,422,1020,79,200
2020-05-06,08,Castilla La Mancha,,16184,6383,8796,613,2677
2020-05-06,07,Castilla y León,,17625,4912,8300,541,1864
2020-05-06,09,Cataluña,,51190,1315,28248,2891,5394
2020-05-06,18,Ceuta,,109,56,10,4,4
2020-05-06,10,C. Valenciana,,10694,2719,5252,704,1303
2020-05-06,11,Extremadura,,2877,931,1664,108,467
2020-05-06,12,Galicia,,8919,1158,2833,320,591
2020-05-06,13,Madrid,,65093,4792,41159,3485,8504
2020-05-06,19,Melilla,,119,13,44,3,2
2020-05-06,14,Murcia,,1501,691,652,111,137
2020-05-06,15,Navarra,,4983,2027,2015,135,480
2020-05-06,16,País Vasco,,13054,3918,6797,561,1383
2020-05-06,17,La Rioja,,3986,1344,1463,91,338
2020-05-07,01,Andalucía,,12239,2763,6038,742,1301
2020-05-07,02,Aragón,,5274,1301,2578,255,815
2020-05-07,03,Asturias,,2338,821,1076,121,280
2020-05-07,04,Baleares,,1931,94,1121,164,202
2020-05-07,05,Canarias,,2240,,927,176,148
2020-05-07,06,Cantabria,,2232,433,1022,79,201
2020-05-07,08,Castilla La Mancha,,16237,6671,8828,617,2713
2020-05-07,07,Castilla y León,,17716,5210,8357,543,1876
2020-05-07,09,Cataluña,,51733,1476,28608,2949,5471
2020-05-07,18,Ceuta,,109,59,11,4,4
2020-05-07,10,C. Valenciana,,10725,2888,5287,706,1309
2020-05-07,11,Extremadura,,2900,953,1678,109,472
2020-05-07,12,Galicia,,8952,1269,2852,321,592
2020-05-07,13,Madrid,,65333,4792,41304,3493,8552
2020-05-07,19,Melilla,,119,13,44,3,2
2020-05-07,14,Murcia,,1504,748,659,112,137
2020-05-07,15,Navarra,,5006,2221,2015,135,484
2020-05-07,16,País Vasco,,13104,4185,6818,566,1390
2020-05-07,17,La Rioja,,3992,1363,1469,91,342
2020-05-08,01,Andalucía,,12250,2930,6069,745,1317
2020-05-08,02,Aragón,,5291,1365,2583,255,823
2020-05-08,03,Asturias,,2344,841,1077,121,280
2020-05-08,04,Baleares,,1940,98,1121,165,207
2020-05-08,05,Canarias,,2250,0,935,178,148
2020-05-08,06,Cantabria,,2241,440,1023,79,201
2020-05-08,08,Castilla La Mancha,,16278,7015,8867,621,2738
2020-05-08,07,Castilla y León,,17822,5630,8394,546,1885
2020-05-08,09,Cataluña,,51935,1643,28687,2950,5507
2020-05-08,18,Ceuta,,110,59,11,4,4
2020-05-08,10,C. Valenciana,,10760,3015,5317,709,1315
2020-05-08,11,Extremadura,,2907,979,1695,109,477
2020-05-08,12,Galicia,,8964,1358,2876,323,595
2020-05-08,13,Madrid,,65555,4852,41436,3508,8598
2020-05-08,19,Melilla,,119,13,44,3,2
2020-05-08,14,Murcia,,1506,757,662,112,138
2020-05-08,15,Navarra,,5039,2403,2021,135,487
2020-05-08,16,País Vasco,,13161,4442,6865,568,1403
2020-05-08,17,La Rioja,,4000,1365,1473,91,344
2020-05-09,01,Andalucía,,12267,3088,6080,745,1320
2020-05-09,02,Aragón,,5316,1386,2588,255,824
2020-05-09,03,Asturias,,2346,854,1080,121,283
2020-05-09,04,Baleares,,1946,105,1121,165,209
2020-05-09,05,Canarias,,2258,0,935,178,148
2020-05-09,06,Cantabria,,2244,440,1027,79,201
2020-05-09,08,Castilla La Mancha,,16343,7319,8895,623,2759
2020-05-09,07,Castilla y León,,17952,5869,8468,546,1897
2020-05-09,09,Cataluña,,52162,1643,28784,2951,5532
2020-05-09,18,Ceuta,,110,59,11,4,4
2020-05-09,10,C. Valenciana,,10770,3127,5354,716,1323
2020-05-09,11,Extremadura,,2912,991,1711,109,480
2020-05-09,12,Galicia,,8981,1389,2886,325,596
2020-05-09,13,Madrid,,65641,4875,41559,3520,8644
2020-05-09,19,Melilla,,119,13,44,3,2
2020-05-09,14,Murcia,,1508,821,662,112,139
2020-05-09,15,Navarra,,5052,2403,2023,135,488
2020-05-09,16,País Vasco,,13193,4521,6902,571,1418
2020-05-09,17,La Rioja,,4008,1370,1474,91,346
2020-05-10,01,Andalucía,,12285,3137,6092,745,1322
2020-05-10,02,Aragón,,5336,1395,2595,255,825
2020-05-10,03,Asturias,,2350,866,1080,121,288
2020-05-10,04,Baleares,,1949,105,1121,165,209
2020-05-10,05,Canarias,,2260,0,936,178,149
2020-05-10,06,Cantabria,,2245,440,1027,79,201
2020-05-10,08,Castilla La Mancha,,16387,7482,8918,624,2786
2020-05-10,07,Castilla y León,,17995,5996,8482,547,1905
2020-05-10,09,Cataluña,,54807,1643,28820,2952,5555
2020-05-10,18,Ceuta,,110,59,11,4,4
2020-05-10,10,C. Valenciana,,10776,3152,5355,716,1330
2020-05-10,11,Extremadura,,2918,1001,1725,109,483
2020-05-10,12,Galicia,,8999,1389,2902,326,597
2020-05-10,13,Madrid,,65693,4877,41650,3529,8683
2020-05-10,19,Melilla,,119,13,44,3,2
2020-05-10,14,Murcia,,1517,815,665,112,139
2020-05-10,15,Navarra,,5065,2421,2029,135,490
2020-05-10,16,País Vasco,,13203,4542,6922,573,1423
2020-05-10,17,La Rioja,,4008,1374,1475,91,346
2020-05-11,01,Andalucía,,12293,3229,6101,745,1326
2020-05-11,02,Aragón,,5359,1438,2606,255,828
2020-05-11,03,Asturias,,2352,875,1080,121,290
2020-05-11,04,Baleares,,1949,105,1122,166,210
2020-05-11,05,Canarias,,2268,0,937,178,151
2020-05-11,06,Cantabria,,2246,445,1027,79,203
2020-05-11,08,Castilla La Mancha,,16431,7620,8940,629,2811
2020-05-11,07,Castilla y León,,18048,6122,8493,547,1914
2020-05-11,09,Cataluña,,55144,1643,29138,2952,5621
2020-05-11,18,Ceuta,,114,59,11,4,4
2020-05-11,10,C. Valenciana,,10793,3197,5360,717,1336
2020-05-11,11,Extremadura,,2919,1001,1737,109,487
2020-05-11,12,Galicia,,9003,1446,2905,326,598
2020-05-11,13,Madrid,,65887,4877,41735,3543,8720
2020-05-11,19,Melilla,,119,13,44,3,2
2020-05-11,14,Murcia,,1517,816,665,112,139
2020-05-11,15,Navarra,,5081,2556,2039,135,493
2020-05-11,16,País Vasco,,13231,4664,6929,574,1429
2020-05-11,17,La Rioja,,4008,1384,1478,91,347
2020-05-12,01,Andalucía,,12317,3312,6114,750,1332
2020-05-12,02,Aragón,,5372,1484,2614,255,829
2020-05-12,03,Asturias,,2356,896,1080,121,292
2020-05-12,04,Baleares,,1953,106,1127,168,215
2020-05-12,05,Canarias,,2271,0,937,178,151
2020-05-12,06,Cantabria,,2256,477,1029,79,205
2020-05-12,08,Castilla La Mancha,,16453,7732,8963,632,2835
2020-05-12,07,Castilla y León,,18105,6157,8517,547,1919
2020-05-12,09,Cataluña,,55287,1643,29267,2953,5692
2020-05-12,18,Ceuta,,114,59,11,4,4
2020-05-12,10,C. Valenciana,,10816,3285,5370,717,1341
2020-05-12,11,Extremadura,,2921,1001,1754,109,489
2020-05-12,12,Galicia,,9014,1481,2909,327,599
2020-05-12,13,Madrid,,66106,4958,41856,3555,8760
2020-05-12,19,Melilla,,119,13,44,3,2
2020-05-12,14,Murcia,,1525,873,666,112,142
2020-05-12,15,Navarra,,5094,2658,2042,135,494
2020-05-12,16,País Vasco,,13260,4881,6955,575,1442
2020-05-12,17,La Rioja,,4009,1388,1481,91,348
2020-05-13,01,Andalucía,,12359,3464,6128,751,1336
2020-05-13,02,Aragón,,5389,1554,2625,255,836
2020-05-13,03,Asturias,,2357,910,1084,121,293
2020-05-13,04,Baleares,,1954,106,1127,168,216
2020-05-13,05,Canarias,,2275,0,937,178,151
2020-05-13,06,Cantabria,,2256,483,1030,79,205
2020-05-13,08,Castilla La Mancha,,16470,7861,8980,634,2852
2020-05-13,07,Castilla y León,,18173,6206,8560,548,1925
2020-05-13,09,Cataluña,,55313,1643,29305,2954,5823
2020-05-13,18,Ceuta,,116,59,11,4,4
2020-05-13,10,C. Valenciana,,10832,3370,5389,717,1349
2020-05-13,11,Extremadura,,2925,1001,1761,109,492
2020-05-13,12,Galicia,,9030,1515,2915,327,603
2020-05-13,13,Madrid,,66315,4958,41962,3564,8779
2020-05-13,19,Melilla,,119,13,44,3,2
2020-05-13,14,Murcia,,1532,905,672,112,142
2020-05-13,15,Navarra,,5105,2786,2045,135,498
2020-05-13,16,País Vasco,,13303,4881,6994,577,1454
2020-05-13,17,La Rioja,,4014,1391,1484,91,348
2020-05-14,01,Andalucía,,12401,3667,6146,754,1344
2020-05-14,02,Aragón,,5432,1583,2637,255,837
2020-05-14,03,Asturias,,2364,936,1087,121,298
2020-05-14,04,Baleares,,1963,106,1132,168,216
2020-05-14,05,Canarias,,2280,0,938,178,151
2020-05-14,06,Cantabria,,2263,498,1031,79,206
2020-05-14,08,Castilla La Mancha,,16513,8014,9001,635,2870
2020-05-14,07,Castilla y León,,18272,6226,8595,548,1930
2020-05-14,09,Cataluña,,55562,1643,29339,2955,5882
